variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab
wellbeing_score,20.91891891891892,37.0,School B,All,All,FSM,All
esteem_score,12.81081081081081,37.0,School B,All,All,FSM,All
stress_score,8.304347826086957,46.0,School B,All,All,FSM,All
appearance_score,5.285714285714286,49.0,School B,All,All,FSM,All
negative_score,9.5,28.0,School B,All,All,FSM,All
lonely_score,3.462962962962963,54.0,School B,All,All,FSM,All
support_score,4.7254901960784315,51.0,School B,All,All,FSM,All
sleep_score,0.45098039215686275,51.0,School B,All,All,FSM,All
physical_score,259.2,50.0,School B,All,All,FSM,All
free_like_score,2.9245283018867925,53.0,School B,All,All,FSM,All
media_score,4.203703703703703,54.0,School B,All,All,FSM,All
places_score,2.5283018867924527,53.0,School B,All,All,FSM,All
staff_talk_score,2.313953488372093,43.0,School B,All,All,FSM,All
home_talk_score,2.5372340425531914,47.0,School B,All,All,FSM,All
peer_talk_score,2.272222222222222,45.0,School B,All,All,FSM,All
talk_score,6.966666666666667,30.0,School B,All,All,FSM,All
accept_score,9.42,50.0,School B,All,All,FSM,All
school_belong_score,3.2083333333333335,48.0,School B,All,All,FSM,All
staff_relationship_score,12.071428571428571,42.0,School B,All,All,FSM,All
home_relationship_score,12.128205128205128,39.0,School B,All,All,FSM,All
home_happy_score,4.72,50.0,School B,All,All,FSM,All
local_env_score,14.408602150537636,31.0,School B,All,All,FSM,All
discrim_score,1.018181818181818,55.0,School B,All,All,FSM,All
belong_local_score,2.2115384615384617,52.0,School B,All,All,FSM,All
wealth_score,0.2894736842105263,38.0,School B,All,All,FSM,All
future_score,7.325,20.0,School B,All,All,FSM,All
climate_score,2.7037037037037037,54.0,School B,All,All,FSM,All
social_score,11.333333333333334,30.0,School B,All,All,FSM,All
bully_score,7.862745098039215,51.0,School B,All,All,FSM,All
autonomy_score,17.5,34.0,School B,All,All,Non-FSM,All
life_satisfaction_score,5.927272727272728,55.0,School B,All,All,Non-FSM,All
optimism_score,11.807017543859649,57.0,School B,All,All,Non-FSM,All
wellbeing_score,20.181818181818183,44.0,School B,All,All,Non-FSM,All
esteem_score,13.095238095238095,42.0,School B,All,All,Non-FSM,All
stress_score,7.886363636363637,44.0,School B,All,All,Non-FSM,All
appearance_score,6.157894736842105,57.0,School B,All,All,Non-FSM,All
negative_score,9.871794871794872,39.0,School B,All,All,Non-FSM,All
lonely_score,3.135593220338983,59.0,School B,All,All,Non-FSM,All
support_score,5.071428571428571,56.0,School B,All,All,Non-FSM,All
sleep_score,0.5344827586206896,58.0,School B,All,All,Non-FSM,All
physical_score,206.03773584905662,53.0,School B,All,All,Non-FSM,All
free_like_score,2.982142857142857,56.0,School B,All,All,Non-FSM,All
media_score,4.278688524590164,61.0,School B,All,All,Non-FSM,All
places_score,2.533333333333333,60.0,School B,All,All,Non-FSM,All
staff_talk_score,2.215,50.0,School B,All,All,Non-FSM,All
home_talk_score,2.3726415094339623,53.0,School B,All,All,Non-FSM,All
peer_talk_score,2.486111111111111,54.0,School B,All,All,Non-FSM,All
talk_score,7.201388888888889,36.0,School B,All,All,Non-FSM,All
accept_score,10.294117647058824,51.0,School B,All,All,Non-FSM,All
school_belong_score,3.4150943396226414,53.0,School B,All,All,Non-FSM,All
staff_relationship_score,11.79245283018868,53.0,School B,All,All,Non-FSM,All
home_relationship_score,12.162790697674419,43.0,School B,All,All,Non-FSM,All
home_happy_score,5.160714285714286,56.0,School B,All,All,Non-FSM,All
local_env_score,14.520833333333332,32.0,School B,All,All,Non-FSM,All
discrim_score,1.0163934426229508,61.0,School B,All,All,Non-FSM,All
belong_local_score,2.240740740740741,54.0,School B,All,All,Non-FSM,All
wealth_score,0.375,40.0,School B,All,All,Non-FSM,All
future_score,6.7105263157894735,19.0,School B,All,All,Non-FSM,All
climate_score,2.43859649122807,57.0,School B,All,All,Non-FSM,All
social_score,11.604651162790697,43.0,School B,All,All,Non-FSM,All
bully_score,7.627118644067797,59.0,School B,All,All,Non-FSM,All
autonomy_score,NULL,NULL,School B,All,All,All,SEN
life_satisfaction_score,NULL,NULL,School B,All,All,All,SEN
optimism_score,NULL,NULL,School B,All,All,All,SEN
wellbeing_score,NULL,NULL,School B,All,All,All,SEN
esteem_score,NULL,NULL,School B,All,All,All,SEN
stress_score,NULL,NULL,School B,All,All,All,SEN
appearance_score,NULL,NULL,School B,All,All,All,SEN
negative_score,NULL,NULL,School B,All,All,All,SEN
lonely_score,NULL,NULL,School B,All,All,All,SEN
support_score,NULL,NULL,School B,All,All,All,SEN
sleep_score,NULL,NULL,School B,All,All,All,SEN
physical_score,NULL,NULL,School B,All,All,All,SEN
free_like_score,NULL,NULL,School B,All,All,All,SEN
media_score,NULL,NULL,School B,All,All,All,SEN
places_score,NULL,NULL,School B,All,All,All,SEN
staff_talk_score,NULL,NULL,School B,All,All,All,SEN
home_talk_score,NULL,NULL,School B,All,All,All,SEN
peer_talk_score,NULL,NULL,School B,All,All,All,SEN
talk_score,NULL,NULL,School B,All,All,All,SEN
accept_score,NULL,NULL,School B,All,All,All,SEN
school_belong_score,NULL,NULL,School B,All,All,All,SEN
staff_relationship_score,NULL,NULL,School B,All,All,All,SEN
home_relationship_score,NULL,NULL,School B,All,All,All,SEN
home_happy_score,NULL,NULL,School B,All,All,All,SEN
local_env_score,NULL,NULL,School B,All,All,All,SEN
discrim_score,NULL,NULL,School B,All,All,All,SEN
belong_local_score,NULL,NULL,School B,All,All,All,SEN
wealth_score,NULL,NULL,School B,All,All,All,SEN
future_score,NULL,NULL,School B,All,All,All,SEN
climate_score,NULL,NULL,School B,All,All,All,SEN
social_score,NULL,NULL,School B,All,All,All,SEN
bully_score,NULL,NULL,School B,All,All,All,SEN
autonomy_score,17.58974358974359,78.0,School B,All,All,All,Non-SEN
life_satisfaction_score,5.798245614035087,114.0,School B,All,All,All,Non-SEN
optimism_score,12.060344827586206,116.0,School B,All,All,All,Non-SEN
wellbeing_score,20.655172413793103,87.0,School B,All,All,All,Non-SEN
esteem_score,13.16470588235294,85.0,School B,All,All,All,Non-SEN
stress_score,8.14,100.0,School B,All,All,All,Non-SEN
appearance_score,5.6068376068376065,117.0,School B,All,All,All,Non-SEN
negative_score,9.75,76.0,School B,All,All,All,Non-SEN
lonely_score,3.2338709677419355,124.0,School B,All,All,All,Non-SEN
support_score,4.888888888888889,117.0,School B,All,All,All,Non-SEN
sleep_score,0.49166666666666664,120.0,School B,All,All,All,Non-SEN
physical_score,223.70689655172413,116.0,School B,All,All,All,Non-SEN
free_like_score,3.0,120.0,School B,All,All,All,Non-SEN
media_score,4.2204724409448815,127.0,School B,All,All,All,Non-SEN
places_score,2.5634920634920637,126.0,School B,All,All,All,Non-SEN
staff_talk_score,2.266990291262136,103.0,School B,All,All,All,Non-SEN
home_talk_score,2.5245535714285716,112.0,School B,All,All,All,Non-SEN
peer_talk_score,2.481818181818182,110.0,School B,All,All,All,Non-SEN
talk_score,7.30448717948718,78.0,School B,All,All,All,Non-SEN
accept_score,9.8348623853211,109.0,School B,All,All,All,Non-SEN
school_belong_score,3.2162162162162162,111.0,School B,All,All,All,Non-SEN
staff_relationship_score,11.79245283018868,106.0,School B,All,All,All,Non-SEN
home_relationship_score,11.967032967032967,91.0,School B,All,All,All,Non-SEN
home_happy_score,5.043478260869565,115.0,School B,All,All,All,Non-SEN
local_env_score,14.611940298507463,67.0,School B,All,All,All,Non-SEN
discrim_score,1.015748031496063,127.0,School B,All,All,All,Non-SEN
belong_local_score,2.2758620689655173,116.0,School B,All,All,All,Non-SEN
wealth_score,0.367816091954023,87.0,School B,All,All,All,Non-SEN
future_score,7.0227272727272725,44.0,School B,All,All,All,Non-SEN
climate_score,2.4297520661157024,121.0,School B,All,All,All,Non-SEN
social_score,11.73076923076923,78.0,School B,All,All,All,Non-SEN
bully_score,7.710743801652892,121.0,School B,All,All,All,Non-SEN
autonomy_score,18.271428571428572,70.0,School C,All,All,All,All
life_satisfaction_score,4.9375,96.0,School C,All,All,All,All
optimism_score,12.422680412371134,97.0,School C,All,All,All,All
wellbeing_score,21.958904109589042,73.0,School C,All,All,All,All
esteem_score,11.907692307692308,65.0,School C,All,All,All,All
stress_score,8.023255813953488,86.0,School C,All,All,All,All
appearance_score,5.076923076923077,104.0,School C,All,All,All,All
negative_score,9.80952380952381,63.0,School C,All,All,All,All
lonely_score,3.0,110.0,School C,All,All,All,All
support_score,4.7227722772277225,101.0,School C,All,All,All,All
sleep_score,0.44144144144144143,111.0,School C,All,All,All,All
physical_score,323.125,96.0,School C,All,All,All,All
free_like_score,3.0841121495327104,107.0,School C,All,All,All,All
media_score,4.172727272727273,110.0,School C,All,All,All,All
places_score,2.392523364485981,107.0,School C,All,All,All,All
staff_talk_score,2.447802197802198,91.0,School C,All,All,All,All
home_talk_score,2.6526315789473682,95.0,School C,All,All,All,All
peer_talk_score,2.3976190476190475,105.0,School C,All,All,All,All
talk_score,7.473333333333334,75.0,School C,All,All,All,All
accept_score,10.067961165048544,103.0,School C,All,All,All,All
school_belong_score,2.79,100.0,School C,All,All,All,All
staff_relationship_score,11.978947368421053,95.0,School C,All,All,All,All
home_relationship_score,11.987654320987655,81.0,School C,All,All,All,All
home_happy_score,5.13,100.0,School C,All,All,All,All
local_env_score,15.29559748427673,53.0,School C,All,All,All,All
discrim_score,1.009009009009009,111.0,School C,All,All,All,All
belong_local_score,2.2058823529411766,102.0,School C,All,All,All,All
wealth_score,0.3448275862068966,87.0,School C,All,All,All,All
future_score,7.811111111111111,45.0,School C,All,All,All,All
climate_score,2.5779816513761467,109.0,School C,All,All,All,All
social_score,11.768115942028986,69.0,School C,All,All,All,All
bully_score,7.509615384615385,104.0,School C,All,All,All,All
autonomy_score,17.541666666666668,24.0,School C,Year 8,All,All,All
life_satisfaction_score,4.46875,32.0,School C,Year 8,All,All,All
optimism_score,12.483870967741936,31.0,School C,Year 8,All,All,All
wellbeing_score,21.68,25.0,School C,Year 8,All,All,All
esteem_score,12.318181818181818,22.0,School C,Year 8,All,All,All
stress_score,7.5,28.0,School C,Year 8,All,All,All
appearance_score,5.777777777777778,36.0,School C,Year 8,All,All,All
negative_score,9.789473684210526,19.0,School C,Year 8,All,All,All
lonely_score,2.861111111111111,36.0,School C,Year 8,All,All,All
support_score,4.617647058823529,34.0,School C,Year 8,All,All,All
sleep_score,0.40540540540540543,37.0,School C,Year 8,All,All,All
physical_score,302.8125,32.0,School C,Year 8,All,All,All
free_like_score,3.361111111111111,36.0,School C,Year 8,All,All,All
media_score,3.8378378378378377,37.0,School C,Year 8,All,All,All
places_score,2.5428571428571427,35.0,School C,Year 8,All,All,All
staff_talk_score,2.925925925925926,27.0,School C,Year 8,All,All,All
home_talk_score,2.536764705882353,34.0,School C,Year 8,All,All,All
peer_talk_score,2.553030303030303,33.0,School C,Year 8,All,All,All
talk_score,8.097826086956522,23.0,School C,Year 8,All,All,All
accept_score,10.2,35.0,School C,Year 8,All,All,All
school_belong_score,2.787878787878788,33.0,School C,Year 8,All,All,All
staff_relationship_score,12.137931034482758,29.0,School C,Year 8,All,All,All
home_relationship_score,12.26923076923077,26.0,School C,Year 8,All,All,All
home_happy_score,5.5625,32.0,School C,Year 8,All,All,All
local_env_score,16.066666666666666,20.0,School C,Year 8,All,All,All
discrim_score,1.0,37.0,School C,Year 8,All,All,All
belong_local_score,2.064516129032258,31.0,School C,Year 8,All,All,All
wealth_score,0.41379310344827586,29.0,School C,Year 8,All,All,All
future_score,7.5,13.0,School C,Year 8,All,All,All
climate_score,2.7222222222222223,36.0,School C,Year 8,All,All,All
social_score,12.206896551724139,29.0,School C,Year 8,All,All,All
bully_score,7.264705882352941,34.0,School C,Year 8,All,All,All
autonomy_score,18.523809523809526,42.0,School C,Year 10,All,All,All
life_satisfaction_score,5.283018867924528,53.0,School C,Year 10,All,All,All
optimism_score,12.339285714285714,56.0,School C,Year 10,All,All,All
wellbeing_score,22.48780487804878,41.0,School C,Year 10,All,All,All
esteem_score,11.916666666666666,36.0,School C,Year 10,All,All,All
stress_score,8.224489795918368,49.0,School C,Year 10,All,All,All
appearance_score,4.844827586206897,58.0,School C,Year 10,All,All,All
negative_score,10.135135135135135,37.0,School C,Year 10,All,All,All
lonely_score,3.0,62.0,School C,Year 10,All,All,All
support_score,4.945454545454545,55.0,School C,Year 10,All,All,All
sleep_score,0.4838709677419355,62.0,School C,Year 10,All,All,All
physical_score,362.22222222222223,54.0,School C,Year 10,All,All,All
free_like_score,2.9491525423728815,59.0,School C,Year 10,All,All,All
media_score,4.377049180327869,61.0,School C,Year 10,All,All,All
places_score,2.3833333333333333,60.0,School C,Year 10,All,All,All
staff_talk_score,2.2590909090909093,55.0,School C,Year 10,All,All,All
home_talk_score,2.7346938775510203,49.0,School C,Year 10,All,All,All
peer_talk_score,2.35,60.0,School C,Year 10,All,All,All
talk_score,7.232558139534884,43.0,School C,Year 10,All,All,All
accept_score,10.017857142857142,56.0,School C,Year 10,All,All,All
school_belong_score,2.754385964912281,57.0,School C,Year 10,All,All,All
staff_relationship_score,11.732142857142858,56.0,School C,Year 10,All,All,All
home_relationship_score,11.673913043478262,46.0,School C,Year 10,All,All,All
home_happy_score,4.931034482758621,58.0,School C,Year 10,All,All,All
local_env_score,14.814814814814815,27.0,School C,Year 10,All,All,All
discrim_score,1.0161290322580645,62.0,School C,Year 10,All,All,All
belong_local_score,2.406779661016949,59.0,School C,Year 10,All,All,All
wealth_score,0.3541666666666667,48.0,School C,Year 10,All,All,All
future_score,8.16,25.0,School C,Year 10,All,All,All
climate_score,2.5806451612903225,62.0,School C,Year 10,All,All,All
social_score,11.375,32.0,School C,Year 10,All,All,All
bully_score,7.728813559322034,59.0,School C,Year 10,All,All,All
autonomy_score,NULL,NULL,School C,All,Girl,All,All
life_satisfaction_score,5.823529411764706,17.0,School C,All,Girl,All,All
optimism_score,11.705882352941176,17.0,School C,All,Girl,All,All
wellbeing_score,21.285714285714285,14.0,School C,All,Girl,All,All
esteem_score,NULL,NULL,School C,All,Girl,All,All
stress_score,7.714285714285714,14.0,School C,All,Girl,All,All
appearance_score,4.882352941176471,17.0,School C,All,Girl,All,All
negative_score,9.272727272727273,11.0,School C,All,Girl,All,All
lonely_score,2.888888888888889,18.0,School C,All,Girl,All,All
support_score,4.625,16.0,School C,All,Girl,All,All
sleep_score,0.3888888888888889,18.0,School C,All,Girl,All,All
physical_score,248.57142857142858,14.0,School C,All,Girl,All,All
free_like_score,3.411764705882353,17.0,School C,All,Girl,All,All
media_score,3.5,18.0,School C,All,Girl,All,All
places_score,2.3529411764705883,17.0,School C,All,Girl,All,All
staff_talk_score,2.267857142857143,14.0,School C,All,Girl,All,All
home_talk_score,2.5441176470588234,17.0,School C,All,Girl,All,All
peer_talk_score,1.8088235294117647,17.0,School C,All,Girl,All,All
talk_score,6.479166666666667,12.0,School C,All,Girl,All,All
accept_score,9.75,16.0,School C,All,Girl,All,All
school_belong_score,3.176470588235294,17.0,School C,All,Girl,All,All
staff_relationship_score,11.333333333333334,15.0,School C,All,Girl,All,All
home_relationship_score,11.0,12.0,School C,All,Girl,All,All
home_happy_score,6.470588235294118,17.0,School C,All,Girl,All,All
local_env_score,NULL,NULL,School C,All,Girl,All,All
discrim_score,1.0,18.0,School C,All,Girl,All,All
belong_local_score,2.2857142857142856,14.0,School C,All,Girl,All,All
wealth_score,0.25,12.0,School C,All,Girl,All,All
future_score,NULL,NULL,School C,All,Girl,All,All
climate_score,2.7058823529411766,17.0,School C,All,Girl,All,All
social_score,11.916666666666666,12.0,School C,All,Girl,All,All
bully_score,8.294117647058824,17.0,School C,All,Girl,All,All
autonomy_score,18.0,10.0,School C,All,Boy,All,All
life_satisfaction_score,4.333333333333333,15.0,School C,All,Boy,All,All
optimism_score,14.0,14.0,School C,All,Boy,All,All
wellbeing_score,NULL,NULL,School C,All,Boy,All,All
esteem_score,12.8,10.0,School C,All,Boy,All,All
stress_score,8.0,13.0,School C,All,Boy,All,All
appearance_score,4.928571428571429,14.0,School C,All,Boy,All,All
negative_score,NULL,NULL,School C,All,Boy,All,All
lonely_score,3.375,16.0,School C,All,Boy,All,All
support_score,5.428571428571429,14.0,School C,All,Boy,All,All
sleep_score,0.5,16.0,School C,All,Boy,All,All
physical_score,392.14285714285717,14.0,School C,All,Boy,All,All
free_like_score,3.2666666666666666,15.0,School C,All,Boy,All,All
media_score,3.9375,16.0,School C,All,Boy,All,All
places_score,2.0625,16.0,School C,All,Boy,All,All
staff_talk_score,2.625,14.0,School C,All,Boy,All,All
home_talk_score,2.6785714285714284,14.0,School C,All,Boy,All,All
peer_talk_score,2.6875,16.0,School C,All,Boy,All,All
talk_score,8.0,13.0,School C,All,Boy,All,All
accept_score,10.2,15.0,School C,All,Boy,All,All
school_belong_score,2.4,15.0,School C,All,Boy,All,All
staff_relationship_score,11.5,14.0,School C,All,Boy,All,All
home_relationship_score,13.727272727272727,11.0,School C,All,Boy,All,All
home_happy_score,5.4,15.0,School C,All,Boy,All,All
local_env_score,NULL,NULL,School C,All,Boy,All,All
discrim_score,1.0,16.0,School C,All,Boy,All,All
belong_local_score,2.357142857142857,14.0,School C,All,Boy,All,All
wealth_score,0.38461538461538464,13.0,School C,All,Boy,All,All
future_score,NULL,NULL,School C,All,Boy,All,All
climate_score,2.625,16.0,School C,All,Boy,All,All
social_score,12.181818181818182,11.0,School C,All,Boy,All,All
bully_score,7.625,16.0,School C,All,Boy,All,All
autonomy_score,18.636363636363637,33.0,School C,All,All,FSM,All
life_satisfaction_score,4.62,50.0,School C,All,All,FSM,All
optimism_score,12.622222222222222,45.0,School C,All,All,FSM,All
wellbeing_score,22.242424242424242,33.0,School C,All,All,FSM,All
esteem_score,11.444444444444445,36.0,School C,All,All,FSM,All
stress_score,8.452380952380953,42.0,School C,All,All,FSM,All
appearance_score,4.9423076923076925,52.0,School C,All,All,FSM,All
negative_score,10.32258064516129,31.0,School C,All,All,FSM,All
lonely_score,2.888888888888889,54.0,School C,All,All,FSM,All
support_score,4.653061224489796,49.0,School C,All,All,FSM,All
sleep_score,0.5636363636363636,55.0,School C,All,All,FSM,All
physical_score,330.0,45.0,School C,All,All,FSM,All
free_like_score,3.2549019607843137,51.0,School C,All,All,FSM,All
media_score,3.8703703703703702,54.0,School C,All,All,FSM,All
places_score,2.326923076923077,52.0,School C,All,All,FSM,All
staff_talk_score,2.3944444444444444,45.0,School C,All,All,FSM,All
home_talk_score,2.6666666666666665,51.0,School C,All,All,FSM,All
peer_talk_score,2.3954545454545455,55.0,School C,All,All,FSM,All
talk_score,7.329268292682927,41.0,School C,All,All,FSM,All
accept_score,10.283018867924529,53.0,School C,All,All,FSM,All
school_belong_score,2.7,50.0,School C,All,All,FSM,All
staff_relationship_score,12.217391304347826,46.0,School C,All,All,FSM,All
home_relationship_score,12.125,40.0,School C,All,All,FSM,All
home_happy_score,5.42,50.0,School C,All,All,FSM,All
local_env_score,14.797619047619047,28.0,School C,All,All,FSM,All
discrim_score,1.0,55.0,School C,All,All,FSM,All
belong_local_score,2.235294117647059,51.0,School C,All,All,FSM,All
wealth_score,0.3333333333333333,45.0,School C,All,All,FSM,All
future_score,7.071428571428571,21.0,School C,All,All,FSM,All
climate_score,2.3703703703703702,54.0,School C,All,All,FSM,All
social_score,11.5,36.0,School C,All,All,FSM,All
bully_score,7.490196078431373,51.0,School C,All,All,FSM,All
autonomy_score,17.78787878787879,33.0,School C,All,All,Non-FSM,All
life_satisfaction_score,5.111111111111111,36.0,School C,All,All,Non-FSM,All
optimism_score,12.24390243902439,41.0,School C,All,All,Non-FSM,All
wellbeing_score,22.06451612903226,31.0,School C,All,All,Non-FSM,All
esteem_score,12.518518518518519,27.0,School C,All,All,Non-FSM,All
stress_score,7.552631578947368,38.0,School C,All,All,Non-FSM,All
appearance_score,5.380952380952381,42.0,School C,All,All,Non-FSM,All
negative_score,8.88,25.0,School C,All,All,Non-FSM,All
lonely_score,3.1333333333333333,45.0,School C,All,All,Non-FSM,All
support_score,4.7073170731707314,41.0,School C,All,All,Non-FSM,All
sleep_score,0.35555555555555557,45.0,School C,All,All,Non-FSM,All
physical_score,300.0,41.0,School C,All,All,Non-FSM,All
free_like_score,2.888888888888889,45.0,School C,All,All,Non-FSM,All
media_score,4.266666666666667,45.0,School C,All,All,Non-FSM,All
places_score,2.522727272727273,44.0,School C,All,All,Non-FSM,All
staff_talk_score,2.5416666666666665,36.0,School C,All,All,Non-FSM,All
home_talk_score,2.736111111111111,36.0,School C,All,All,Non-FSM,All
peer_talk_score,2.375,40.0,School C,All,All,Non-FSM,All
talk_score,7.814814814814815,27.0,School C,All,All,Non-FSM,All
accept_score,9.85,40.0,School C,All,All,Non-FSM,All
school_belong_score,2.875,40.0,School C,All,All,Non-FSM,All
staff_relationship_score,11.925,40.0,School C,All,All,Non-FSM,All
home_relationship_score,11.457142857142857,35.0,School C,All,All,Non-FSM,All
home_happy_score,5.384615384615385,39.0,School C,All,All,Non-FSM,All
local_env_score,15.433333333333334,20.0,School C,All,All,Non-FSM,All
discrim_score,1.0222222222222221,45.0,School C,All,All,Non-FSM,All
belong_local_score,2.2195121951219514,41.0,School C,All,All,Non-FSM,All
wealth_score,0.3235294117647059,34.0,School C,All,All,Non-FSM,All
future_score,8.375,20.0,School C,All,All,Non-FSM,All
climate_score,2.7777777777777777,45.0,School C,All,All,Non-FSM,All
social_score,11.964285714285714,28.0,School C,All,All,Non-FSM,All
bully_score,7.738095238095238,42.0,School C,All,All,Non-FSM,All
autonomy_score,18.125,24.0,School C,All,All,All,SEN
life_satisfaction_score,4.790697674418604,43.0,School C,All,All,All,SEN
optimism_score,12.452380952380953,42.0,School C,All,All,All,SEN
wellbeing_score,21.870967741935484,31.0,School C,All,All,All,SEN
esteem_score,11.818181818181818,22.0,School C,All,All,All,SEN
stress_score,7.756756756756757,37.0,School C,All,All,All,SEN
appearance_score,5.232558139534884,43.0,School C,All,All,All,SEN
negative_score,10.214285714285714,28.0,School C,All,All,All,SEN
lonely_score,2.847826086956522,46.0,School C,All,All,All,SEN
support_score,4.625,40.0,School C,All,All,All,SEN
sleep_score,0.43478260869565216,46.0,School C,All,All,All,SEN
physical_score,329.2307692307692,39.0,School C,All,All,All,SEN
free_like_score,2.75,44.0,School C,All,All,All,SEN
media_score,4.173913043478261,46.0,School C,All,All,All,SEN
places_score,2.422222222222222,45.0,School C,All,All,All,SEN
staff_talk_score,2.514705882352941,34.0,School C,All,All,All,SEN
home_talk_score,2.5121951219512195,41.0,School C,All,All,All,SEN
peer_talk_score,2.3430232558139537,43.0,School C,All,All,All,SEN
talk_score,7.491666666666666,30.0,School C,All,All,All,SEN
accept_score,9.886363636363637,44.0,School C,All,All,All,SEN
school_belong_score,2.658536585365854,41.0,School C,All,All,All,SEN
staff_relationship_score,11.842105263157896,38.0,School C,All,All,All,SEN
home_relationship_score,11.878787878787879,33.0,School C,All,All,All,SEN
home_happy_score,5.2682926829268295,41.0,School C,All,All,All,SEN
local_env_score,16.03030303030303,22.0,School C,All,All,All,SEN
discrim_score,1.0,46.0,School C,All,All,All,SEN
belong_local_score,2.261904761904762,42.0,School C,All,All,All,SEN
wealth_score,0.2894736842105263,38.0,School C,All,All,All,SEN
future_score,7.159090909090909,22.0,School C,All,All,All,SEN
climate_score,2.5454545454545454,44.0,School C,All,All,All,SEN
social_score,12.033333333333333,30.0,School C,All,All,All,SEN
bully_score,7.534883720930233,43.0,School C,All,All,All,SEN
autonomy_score,18.404761904761905,42.0,School C,All,All,All,Non-SEN
life_satisfaction_score,4.76595744680851,47.0,School C,All,All,All,Non-SEN
optimism_score,12.36734693877551,49.0,School C,All,All,All,Non-SEN
wellbeing_score,22.075,40.0,School C,All,All,All,Non-SEN
esteem_score,12.05,40.0,School C,All,All,All,Non-SEN
stress_score,8.136363636363637,44.0,School C,All,All,All,Non-SEN
appearance_score,4.8,55.0,School C,All,All,All,Non-SEN
negative_score,9.575757575757576,33.0,School C,All,All,All,Non-SEN
lonely_score,3.1379310344827585,58.0,School C,All,All,All,Non-SEN
support_score,4.803571428571429,56.0,School C,All,All,All,Non-SEN
sleep_score,0.4406779661016949,59.0,School C,All,All,All,Non-SEN
physical_score,322.07547169811323,53.0,School C,All,All,All,Non-SEN
free_like_score,3.3684210526315788,57.0,School C,All,All,All,Non-SEN
media_score,4.189655172413793,58.0,School C,All,All,All,Non-SEN
places_score,2.3214285714285716,56.0,School C,All,All,All,Non-SEN
staff_talk_score,2.4901960784313726,51.0,School C,All,All,All,Non-SEN
home_talk_score,2.7549019607843137,51.0,School C,All,All,All,Non-SEN
peer_talk_score,2.4375,56.0,School C,All,All,All,Non-SEN
talk_score,7.559523809523809,42.0,School C,All,All,All,Non-SEN
accept_score,10.245283018867925,53.0,School C,All,All,All,Non-SEN
school_belong_score,2.888888888888889,54.0,School C,All,All,All,Non-SEN
staff_relationship_score,12.058823529411764,51.0,School C,All,All,All,Non-SEN
home_relationship_score,12.022727272727273,44.0,School C,All,All,All,Non-SEN
home_happy_score,5.245283018867925,53.0,School C,All,All,All,Non-SEN
local_env_score,14.781609195402298,29.0,School C,All,All,All,Non-SEN
discrim_score,1.0169491525423728,59.0,School C,All,All,All,Non-SEN
belong_local_score,2.1296296296296298,54.0,School C,All,All,All,Non-SEN
wealth_score,0.4186046511627907,43.0,School C,All,All,All,Non-SEN
future_score,8.425,20.0,School C,All,All,All,Non-SEN
climate_score,2.6610169491525424,59.0,School C,All,All,All,Non-SEN
social_score,11.444444444444445,36.0,School C,All,All,All,Non-SEN
bully_score,7.545454545454546,55.0,School C,All,All,All,Non-SEN
autonomy_score,17.96551724137931,58.0,School D,All,All,All,All
life_satisfaction_score,4.846938775510204,98.0,School D,All,All,All,All
optimism_score,12.089108910891088,101.0,School D,All,All,All,All
wellbeing_score,20.761194029850746,67.0,School D,All,All,All,All
esteem_score,12.932203389830509,59.0,School D,All,All,All,All
stress_score,7.576470588235294,85.0,School D,All,All,All,All
appearance_score,4.7227722772277225,101.0,School D,All,All,All,All
negative_score,10.338983050847459,59.0,School D,All,All,All,All
lonely_score,3.0943396226415096,106.0,School D,All,All,All,All
support_score,4.62,100.0,School D,All,All,All,All
sleep_score,0.49019607843137253,102.0,School D,All,All,All,All
physical_score,258.63157894736844,95.0,School D,All,All,All,All
free_like_score,3.0761904761904764,105.0,School D,All,All,All,All
media_score,4.179245283018868,106.0,School D,All,All,All,All
places_score,2.490566037735849,106.0,School D,All,All,All,All
staff_talk_score,2.569620253164557,79.0,School D,All,All,All,All
home_talk_score,2.529891304347826,92.0,School D,All,All,All,All
peer_talk_score,2.6640625,96.0,School D,All,All,All,All
talk_score,7.822033898305085,59.0,School D,All,All,All,All
accept_score,9.763440860215054,93.0,School D,All,All,All,All
school_belong_score,2.74468085106383,94.0,School D,All,All,All,All
staff_relationship_score,11.927710843373495,83.0,School D,All,All,All,All
home_relationship_score,11.795180722891565,83.0,School D,All,All,All,All
home_happy_score,4.524752475247524,101.0,School D,All,All,All,All
local_env_score,14.902298850574713,58.0,School D,All,All,All,All
discrim_score,1.0,107.0,School D,All,All,All,All
belong_local_score,2.4183673469387754,98.0,School D,All,All,All,All
wealth_score,0.46153846153846156,78.0,School D,All,All,All,All
future_score,7.426829268292683,41.0,School D,All,All,All,All
climate_score,2.533980582524272,103.0,School D,All,All,All,All
social_score,12.148148148148149,81.0,School D,All,All,All,All
bully_score,7.621359223300971,103.0,School D,All,All,All,All
autonomy_score,18.782608695652176,23.0,School D,Year 8,All,All,All
life_satisfaction_score,4.790697674418604,43.0,School D,Year 8,All,All,All
optimism_score,11.73913043478261,46.0,School D,Year 8,All,All,All
wellbeing_score,21.20689655172414,29.0,School D,Year 8,All,All,All
esteem_score,13.23076923076923,26.0,School D,Year 8,All,All,All
