gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,msoa,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
2.0,4.0,5.0,3.0,2.0,2.0,1.0,11.0,2.0,1.0,3.0,4.0,1.0,5.0,8.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,4.0,6,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,30.0,3.0,7.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,,5.0,0.0,,,1.0,3.0,4.0,1.0,4.0,1.0,0.0,,,4.0,3.0,10.0,,2.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,,,,,4.0,8.0,0.0,0.0,2.0,0.0,7,,16.0,8.0,8.0,23.0,14.0,11.0,6.0,8.0,4.0,6.0,0.0,30.0,3.0,2.0,4.0,1.0,4.0,,,11.0,3.0,,10.0,10.0,14.333333333333334,1.0,3.0,0.0,9.0,1.0,10.0,5.0,Boy,I describe myself in another way,Currently unsure,Unsure,No,No,Yes,10 years old,2,1 - Completely not true,3,4,1 - Completely not true,5 - Completely true,8,Almost never,Not at all like me,Very much like me,Not at all like me,Often,Often,All of the time,Rarely,Often,Some of the time,None of the time,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Almost Never,Fairly Often,Very Often,Fairly Often,6,Strongly disagree,Always,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Hardly ever,Disagree,Strongly agree,No,1 day,Around 30 minutes,Sometimes,5 to 6 hours,Lots,Yes,No,No,No,No,No,No,No,No,Somewhat,4,2,,5 - Always,No,,,Very uncomfortable,Mostly,4,1 - Never,4,1 - Never,No,,,Very comfortable,Mostly,10 - Very happy,,Unsure,Fairly unsafe,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Some of the time,Never,Occasionally,Some of the time,Some of the time,Agree,Not at all,Poorer,A lot,Very interested,Not at all,Often,Somewhat,Not at all,Quite a bit,A little,A few times a week,1-3 times in last 6 months,A few times a week,,,,,Fully,Year 8,Non-FSM,Non-SEN,White British,No,School G
1.0,5.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,3.0,3.0,2.0,8.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,,3.0,3,4.0,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,0.0,4.0,90.0,5.0,4.0,4.0,9.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,4.0,0.0,,,4.0,3.0,2.0,1.0,2.0,5.0,0.0,,,1.0,4.0,10.0,1.0,2.0,3.0,4.0,3.0,4.0,,4.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,,2.0,1.0,4.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,0.0,,,3.0,2.0,8.0,0.0,1.0,2.0,0.0,5,North Devon 001,13.0,8.0,11.0,16.0,14.0,,3.0,,1.0,4.0,0.0,360.0,1.0,5.0,1.0,4.0,1.0,3.0,8.0,13.0,5.0,9.0,10.0,10.0,,1.0,2.0,1.0,,4.0,10.0,8.0,Girl,Not sure,Gay/lesbian,Yes,No,Yes,I don't know,4 years old,4,1 - Completely not true,2,3,3,2,8,Very often,Mostly like me,A little like me,Not at all like me,None of the time,None of the time,Rarely,All of the time,None of the time,Often,Rarely,Agree,Disagree,Agree,Agree,Agree,Almost Never,,,Sometimes,3,Strongly disagree,,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Often or always,Strongly disagree,Agree,No,4 days,Around 1.5 hours,Almost never,2 to 3 hours,None ,No,Yes,No,Yes,Yes,Yes,No,Yes,No,A lot,2,2,1 - Never,4,No,,,Very comfortable,Mostly,2,1 - Never,2,5 - Always,No,,,Very uncomfortable,Fully,10 - Very happy,Yes,Unsure,Fairly unsafe,Disagree,Neither agree nor disagree,Disagree,,Hardly ever,Often or always,Some of the time,Hardly ever,Never,Disagree,Fully,About the same,,A little interested,Not at all,Never,A little,A lot,A little,Not at all,A few times a week,Not at all,1-3 times in last 6 months,No,,,Comfortable,Slightly,Year 8,Non-FSM,SEN,White British,No,School E
2.0,5.0,3.0,3.0,3.0,3.0,,11.0,5.0,3.0,3.0,3.0,,4.0,4.0,5.0,3.0,1.0,3.0,4.0,5.0,1.0,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,10,5.0,2.0,,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0,2.0,90.0,3.0,3.0,2.0,9.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,0.0,,,2.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,,4.0,10.0,1.0,2.0,4.0,3.0,1.0,4.0,,1.0,4.0,2.0,5.0,4.0,,3.0,1.0,2.0,2.0,,1.0,5.0,3.0,,5.0,2.0,2.0,3.0,0.0,,,1.0,4.0,10.0,1.0,1.0,2.0,0.0,5,North Devon 006,,4.0,12.0,,13.0,5.0,10.0,,5.0,5.0,0.0,180.0,3.0,6.0,4.0,2.0,2.75,1.0,5.75,13.0,5.0,18.0,12.0,10.0,,1.0,,0.0,,1.0,,8.0,Boy,Not sure,Heterosexual/straight,Unsure,I don't know,I don't know,,10 years old,5 - Completely true,3,3,3,,4,4,Always,Somewhat like me,Not at all like me,Somewhat like me,Often,All of the time,None of the time,Rarely,Some of the time,,Some of the time,Agree,Disagree,Disagree,Disagree,Strongly agree,Fairly Often,Never,Never,Never,10 - Very happy,Prefer not to say,Sometimes,,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Strongly disagree,Strongly agree,No,2 days,Around 1.5 hours,Sometimes,1 to 2 hours,Lots,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,A lot,4,5 - Always,4,5 - Always,No,,,Uncomfortable,Slightly,5 - Always,5 - Always,1 - Never,1 - Never,Yes,Mostly,Somewhat helpful,,Fully,10 - Very happy,Yes,Unsure,Very unsafe,Neither agree nor disagree,Strongly agree,Disagree,,Often or always,Hardly ever,Some of the time,Never,Hardly ever,,Mostly,Richer,Quite a few,A little interested,,Often,A lot,Somewhat,,A lot,1-3 times in last 6 months,1-3 times in last 6 months,4+ times in last 6 months,No,,,Very uncomfortable,Fully,Year 10,FSM,SEN,White British,No,School E
3.0,2.0,1.0,,2.0,3.0,1.0,12.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,1.0,,3.0,1.0,5.0,3.0,2.0,,4.0,1.0,2.0,,1.0,,6,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,2.0,,3.0,1.0,1.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,,,4.0,1.0,5.0,,3.0,,1.0,4.0,1.0,,2.0,0.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,,3.0,2.0,2.0,4.0,1.0,5.0,,1.0,3.0,1.0,3.0,1.0,3.0,3.0,,3.0,8.0,1.0,1.0,1.0,1.0,1,North Devon 011,20.0,3.0,11.0,,,,6.0,16.0,4.0,7.0,0.0,,3.0,8.0,2.0,4.0,2.5,3.5,10.0,10.0,2.0,8.0,,0.0,,1.0,1.0,,8.0,4.0,,8.0,Non-binary,No,Bi/pansexual,,No,I don't know,Yes,11 years old,4,3,5 - Completely true,4,3,5 - Completely true,3,Sometimes,Not at all like me,Somewhat like me,Very much like me,Often,Some of the time,None of the time,,Some of the time,None of the time,All of the time,Disagree,Agree,,Strongly disagree,Strongly agree,Almost Never,,Never,,6,Prefer not to say,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Hardly ever,Strongly agree,Agree,No,2 days,,Sometimes,None,Limited,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,A little,2,3,1 - Never,2,No,,,Very comfortable,Not at all,5 - Always,,3,,Yes,Fully,Not helpful,,Slightly,0 - Very unhappy,Yes,Unsure,Don't know,Neither agree nor disagree,Disagree,Agree,Agree,Often or always,Never,Some of the time,Hardly ever,Often or always,Strongly disagree,Fully,,A lot,A little interested,Slightly,Never,Not at all,A lot,,Not at all,4+ times in last 6 months,Not at all,4+ times in last 6 months,Yes,Mostly,Very helpful,,Mostly,Year 8,FSM,SEN,Ethnic minority,Yes,School A
6.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,1.0,5.0,2.0,5.0,5.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,3.0,2.0,1.0,0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,90.0,2.0,7.0,1.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,4.0,3.0,4.0,1.0,1.0,3.0,3.0,,3.0,3.0,4.0,1.0,4.0,0.0,,,2.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,4.0,1.0,5.0,2.0,3.0,1.0,,,3.0,2.0,5.0,1.0,4.0,2.0,3.0,,3.0,2.0,3.0,0.0,,,3.0,1.0,10.0,1.0,0.0,2.0,1.0,7,Torridge 006,21.0,4.0,12.0,22.0,14.0,3.0,0.0,7.0,1.0,4.0,1.0,90.0,4.0,2.0,3.0,3.5,2.0,3.0,8.5,,,12.0,12.0,1.0,13.0,1.0,4.0,,,1.0,,7.0,Prefer not to say,Yes,Heterosexual/straight,No,I don't know,I don't know,I don't know,1 year old,1 - Completely not true,5 - Completely true,5 - Completely true,5 - Completely true,2,3,4,Very often,Not at all like me,Very much like me,A little like me,All of the time,All of the time,Some of the time,None of the time,Some of the time,None of the time,Often,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Very Often,Sometimes,Almost Never,Never,0 - Very unhappy,Agree,Always,Always,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Often or always,Strongly disagree,Agree,Yes,1 day,Around 1.5 hours,Often,5 to 6 hours,Several,Yes,No,No,No,Yes,No,Yes,No,Yes,,4,3,4,1 - Never,Yes,Mostly,Very helpful,,Mostly,3,4,1 - Never,4,No,,,Uncomfortable,Not at all,1,Yes,Yes,Very unsafe,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Hardly ever,Often or always,Never,Some of the time,Occasionally,Strongly agree,,,A lot,A little interested,Unsure,Often,Quite a bit,A little,Somewhat,,4+ times in last 6 months,1-3 times in last 6 months,4+ times in last 6 months,No,,,Comfortable,Not at all,Year 10,FSM,Non-SEN,White British,Yes,School G
1.0,1.0,5.0,2.0,3.0,1.0,3.0,10.0,2.0,1.0,5.0,1.0,5.0,5.0,9.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,,1.0,5.0,1.0,3.0,3.0,1,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,,1.0,1.0,3.0,3.0,4.0,1.0,6.0,120.0,5.0,7.0,6.0,4.0,2.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,,4.0,5.0,2.0,5.0,1.0,0.0,,,2.0,,9.0,0.0,1.0,4.0,5.0,1.0,4.0,3.0,5.0,1.0,3.0,,1.0,3.0,3.0,3.0,1.0,,5.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,0.0,,,3.0,2.0,8.0,1.0,1.0,2.0,1.0,1,North Devon 002,25.0,9.0,9.0,19.0,,8.0,1.0,,3.0,3.0,1.0,720.0,1.0,2.0,,1.75,2.0,3.0,6.75,,5.0,11.0,13.0,9.0,12.0,1.0,2.0,1.0,,3.0,10.0,9.0,Girl,Yes,Currently unsure,No,I don't know,Yes,I don't know,9 years old,2,1 - Completely not true,5 - Completely true,1 - Completely not true,5 - Completely true,5 - Completely true,9,Often,Not at all like me,Somewhat like me,A little like me,Often,Some of the time,None of the time,Rarely,Some of the time,None of the time,All of the time,Disagree,Agree,Agree,,Strongly agree,Very Often,Never,Sometimes,Sometimes,1,Agree,Always,Always,Never,Never,Always,Sometimes,Always,,Never,Never,Occasionally,Disagree,Strongly disagree,Yes,6 days,Around 2 hours or more,Almost never,5 to 6 hours,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,A lot,2,1 - Never,5 - Always,3,Yes,Not at all,Somewhat helpful,,Fully,5 - Always,2,5 - Always,1 - Never,No,,,Uncomfortable,,9,No,Yes,Very unsafe,Strongly disagree,Strongly agree,Disagree,Neither agree nor disagree,Never,Often or always,Occasionally,,Often or always,Disagree,Mostly,About the same,Not many,,Unsure,Rarely,Not at all,Somewhat,Not at all,A lot,4+ times in last 6 months,1-3 times in last 6 months,Not at all,No,,,Comfortable,Slightly,Year 8,FSM,SEN,White British,Yes,School A
3.0,4.0,3.0,3.0,1.0,3.0,2.0,14.0,,1.0,2.0,3.0,5.0,3.0,8.0,1.0,5.0,2.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,1.0,,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,90.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,,3.0,3.0,5.0,4.0,4.0,0.0,,,3.0,4.0,,0.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,,3.0,3.0,1.0,3.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,,3.0,8.0,1.0,0.0,1.0,1.0,6,North Devon 010,,8.0,11.0,23.0,,6.0,3.0,13.0,1.0,8.0,1.0,360.0,5.0,8.0,2.0,1.0,3.0,2.75,6.75,13.0,2.0,13.0,16.0,,13.0,1.0,,1.0,,1.0,13.0,8.0,Non-binary,I describe myself in another way,Heterosexual/straight,Unsure,Yes,I don't know,No,13 years old,,1 - Completely not true,2,3,5 - Completely true,3,8,Almost never,Very much like me,A little like me,Somewhat like me,All of the time,Rarely,Often,Often,Some of the time,Often,None of the time,,Disagree,Strongly agree,Strongly agree,Disagree,Almost Never,Almost Never,Never,Never,3,Strongly agree,Sometimes,Never,Never,Always,Always,Never,Always,Never,Never,Never,Often or always,Strongly agree,Strongly agree,Yes,4 days,Around 1.5 hours,Almost always,None,Limited,Yes,No,No,No,No,No,Yes,No,Yes,A little,5 - Always,1 - Never,2,5 - Always,Yes,Not at all,Not helpful,,Mostly,3,5 - Always,4,4,No,,,Comfortable,Fully,,No,Yes,Very safe,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Hardly ever,Occasionally,Some of the time,Hardly ever,Often or always,,Mostly,About the same,Not many,Quite interested,Unsure,Often,Not at all,Quite a bit,Quite a bit,Quite a bit,A few times a week,Not at all,1-3 times in last 6 months,Yes,Mostly,Somewhat helpful,,Mostly,Year 8,FSM,Non-SEN,Ethnic minority,Yes,School F
4.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,,3.0,1.0,5.0,7.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,5.0,2.0,3.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,,11,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,4.0,0.0,7.0,30.0,1.0,2.0,7.0,7.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,2.0,5.0,1.0,,,,,1.0,1.0,5.0,2.0,,1.0,3.0,2.0,,1.0,5.0,0.0,0.0,3.0,,4.0,,5.0,1.0,,5.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,5.0,3.0,,4.0,1.0,2.0,1.0,1.0,4.0,3.0,,3.0,10.0,1.0,1.0,2.0,1.0,4,Torridge 001,,7.0,11.0,22.0,12.0,,,12.0,2.0,2.0,0.0,210.0,5.0,7.0,1.0,,2.75,4.0,,7.0,2.0,13.0,,5.0,,1.0,3.0,0.0,,3.0,,11.0,I describe myself in another way,I describe myself in another way,Prefer not to say,Yes,I don't know,Yes,No,Under 1 year old,5 - Completely true,3,,3,1 - Completely not true,5 - Completely true,7,Often,A little like me,A little like me,Mostly like me,All of the time,None of the time,None of the time,All of the time,Rarely,Some of the time,All of the time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Never,Sometimes,Sometimes,,Prefer not to say,Disagree,Sometimes,Never,Always,Never,Sometimes,Never,Always,Never,Always,Never,Some of the time,Strongly disagree,Strongly disagree,No,7 days,Around 30 minutes,Almost always,Less than 1 hour,None ,Yes,Yes,No,Yes,No,Yes,No,Yes,No,A little,5 - Always,2,5 - Always,1 - Never,,,,,Not at all,1 - Never,5 - Always,2,,Yes,Mostly,Somewhat helpful,,Not at all,5 - Not happy or unhappy,No,No,Fairly unsafe,,Disagree,,Strongly disagree,Often or always,,Never,Never,Never,Agree,Slightly,Richer,Quite a few,Unsure,Not at all,Rarely,A lot,Somewhat,,Quite a bit,Not at all,1-3 times in last 6 months,Not at all,Yes,Fully,Very helpful,,Mostly,Year 10,FSM,SEN,White British,Yes,School D
2.0,4.0,2.0,2.0,3.0,3.0,2.0,9.0,5.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,2.0,5.0,5.0,,5.0,5.0,2.0,5.0,3.0,4.0,2.0,1.0,3.0,,3.0,4.0,,3,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,4.0,1.0,0.0,3.0,30.0,3.0,5.0,2.0,6.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,5.0,0.0,,,2.0,2.0,1.0,,2.0,,0.0,,,1.0,1.0,7.0,1.0,2.0,1.0,,1.0,2.0,4.0,5.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,,5.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,,1.0,8.0,1.0,1.0,1.0,1.0,6,North Devon 005,16.0,0.0,10.0,,12.0,,3.0,,1.0,5.0,0.0,90.0,3.0,4.0,4.0,2.0,1.0,2.5,5.5,6.0,2.0,17.0,,7.0,,1.0,2.0,,8.0,3.0,,6.0,Boy,I describe myself in another way,Gay/lesbian,No,I don't know,I don't know,No,8 years old,5 - Completely true,1 - Completely not true,5 - Completely true,1 - Completely not true,1 - Completely not true,3,0 - not at all,Almost never,Somewhat like me,Mostly like me,A little like me,All of the time,All of the time,,All of the time,All of the time,Rarely,All of the time,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,,Sometimes,Fairly Often,,3,Disagree,Always,Always,Sometimes,Never,Never,Never,Never,Sometimes,Never,,Often or always,Strongly disagree,Strongly agree,No,3 days,Around 30 minutes,Sometimes,3 to 4 hours,Lots,Yes,No,No,Yes,Yes,No,Yes,No,No,A little,5 - Always,5 - Always,2,5 - Always,No,,,Uncomfortable,Slightly,1 - Never,,2,,No,,,Very uncomfortable,Not at all,7,Yes,Unsure,Very safe,,Strongly agree,Agree,Disagree,Never,Some of the time,Occasionally,Often or always,Never,Disagree,Slightly,Don't know,Not many,Very interested,Mostly,Rarely,Not at all,,A lot,A little,A few times a week,Not at all,A few times a week,Yes,Fully,Not helpful,,Not at all,Year 8,FSM,SEN,Ethnic minority,Yes,School F
5.0,1.0,5.0,,2.0,2.0,1.0,6.0,4.0,4.0,3.0,2.0,4.0,5.0,7.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,,4.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,,2.0,3.0,0.0,0.0,,2.0,6.0,9.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,4.0,4.0,0.0,,,2.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,,4.0,1.0,1.0,0.0,3.0,,5.0,5.0,3.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,,1.0,,5.0,4.0,2.0,2.0,3.0,3.0,0.0,,,1.0,3.0,8.0,0.0,0.0,2.0,0.0,6,,22.0,7.0,16.0,,11.0,8.0,3.0,12.0,,5.0,0.0,,4.0,3.0,4.0,2.0,3.0,1.0,6.0,13.0,5.0,12.0,8.0,1.0,,1.0,2.0,0.0,,1.0,,7.0,Currently unsure,Yes,Currently unsure,,No,No,Yes,5 years old,4,4,3,2,4,5 - Completely true,7,Always,Very much like me,Mostly like me,A little like me,Rarely,None of the time,Some of the time,,Often,Often,Rarely,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Almost Never,Sometimes,Fairly Often,Never,3,Agree,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,,Agree,Disagree,No,0 days,,Often,4 to 5 hours,Lots,No,No,Yes,No,No,No,No,No,No,A lot,3,1 - Never,4,4,No,,,Uncomfortable,Fully,1 - Never,5 - Always,1 - Never,1 - Never,Yes,Slightly,Very helpful,,Fully,1,Yes,No,Fairly unsafe,,Strongly disagree,Strongly disagree,Neither agree nor disagree,Some of the time,Often or always,Often or always,Occasionally,Never,Disagree,Slightly,Richer,Quite a few,Very interested,,Often,,A lot,Quite a bit,A little,1-3 times in last 6 months,4+ times in last 6 months,4+ times in last 6 months,No,,,Very uncomfortable,Mostly,Year 8,Non-FSM,Non-SEN,White British,No,School F
