cat,cat_lab,count,percentage,measure,n_responses,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1.0, 2.0, 3.0, 4.0, nan]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week', 'Missing']","[17, 15, 20, 14, 5]","[23.9, 21.1, 28.2, 19.7, 7.0]",bully_other,66,School B,Year 8,All,All,All,bully,"How often do you get bullied in other ways at school? By this we mean insults, slurs, name calling, threats, getting left out or excluded by others, or having rumours spread about you on purpose"
"[1.0, 2.0, 3.0, 4.0, nan]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week', 'Missing']","[21, 16, 12, 17, 5]","[29.6, 22.5, 16.9, 23.9, 7.0]",bully_cyber,66,School B,Year 8,All,All,All,bully,"How often do you get cyber-bullied? By this we mean someone sending mean text or online messages about you, creating a website making fun of you, posting pictures that make you look bad online, or sharing them with others"
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[37, 30, 4]","[52.1, 42.3, 5.6]",peer_talk,67,School B,Year 8,All,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[12, 16, 14, 21, 8]","[16.9, 22.5, 19.7, 29.6, 11.3]",peer_talk_listen,63,School B,Year 8,All,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'Missing']","[22, 23, 25, 1]","[31.0, 32.4, 35.2, 1.4]",peer_talk_helpful,70,School B,Year 8,All,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable']","[18, 16, 20, 17]","[25.4, 22.5, 28.2, 23.9]",peer_talk_if,71,School B,Year 8,All,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[20, 17, 14, 15, 5]","[28.2, 23.9, 19.7, 21.1, 7.0]",accept_peer,66,School B,Year 8,All,All,All,accept,Other people your age
[8.0],['Year 8'],[71],[100.0],year_group,71,School B,Year 8,All,All,All,demographic,
"[0.0, 1.0, nan]","['Non-FSM', 'FSM', 'Missing']","[31, 36, 4]","[43.7, 50.7, 5.6]",fsm,67,School B,Year 8,All,All,All,demographic,
"[0.0, nan]","['Non-SEN', 'Missing']","[61, 10]","[85.9, 14.1]",sen,61,School B,Year 8,All,All,All,demographic,
"[1.0, 2.0, nan]","['Ethnic minority', 'White British', 'Missing']","[36, 30, 5]","[50.7, 42.3, 7.0]",ethnicity,66,School B,Year 8,All,All,All,demographic,
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[29, 35, 7]","[40.8, 49.3, 9.9]",english_additional,64,School B,Year 8,All,All,All,demographic,
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, nan]","['Girl', 'Boy', 'Non-binary', 'I describe myself in another way', 'Currently unsure', 'Prefer not to say', 'Missing']","[9, 12, 8, 12, 10, 11, 3]","[13.8, 18.5, 12.3, 18.5, 15.4, 16.9, 4.6]",gender,62,School C,Year 10,All,All,All,demographic,Gender
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Yes', 'No', 'Prefer not to say', 'I describe myself in another way', 'Not sure', 'Missing']","[13, 12, 11, 14, 9, 6]","[20.0, 18.5, 16.9, 21.5, 13.8, 9.2]",transgender,59,School C,Year 10,All,All,All,demographic,Do you consider yourself to be transgender?
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, nan]","['Bi/pansexual', 'Gay/lesbian', 'Heterosexual/straight', 'I describe myself in another way', 'Currently unsure', 'Prefer not to say', 'Missing']","[9, 16, 5, 23, 5, 6, 1]","[13.8, 24.6, 7.7, 35.4, 7.7, 9.2, 1.5]",sexual_orientation,64,School C,Year 10,All,All,All,demographic,Sexual orientation
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', 'Unsure', 'Missing']","[24, 17, 19, 5]","[36.9, 26.2, 29.2, 7.7]",neurodivergent,60,School C,Year 10,All,All,All,demographic,Do you identify as neurodivergent?
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', ""I don't know"", 'Missing']","[16, 24, 22, 3]","[24.6, 36.9, 33.8, 4.6]",birth_parent1,62,School C,Year 10,All,All,All,demographic,
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', ""I don't know"", 'Missing']","[22, 20, 19, 4]","[33.8, 30.8, 29.2, 6.2]",birth_parent2,61,School C,Year 10,All,All,All,demographic,
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', ""I don't know"", 'Missing']","[16, 23, 18, 8]","[24.6, 35.4, 27.7, 12.3]",birth_you,57,School C,Year 10,All,All,All,demographic,
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, nan]","['Under 1 year old', '1 year old', '2 years old', '3 years old', '4 years old', '5 years old', '6 years old', '7 years old', '8 years old', '9 years old', '10 years old', '11 years old', '12 years old', '13 years old', '14 years old', '15 years old', 'Missing']","[1, 5, 5, 1, 4, 4, 4, 4, 3, 1, 2, 3, 6, 3, 5, 7, 7]","[1.5, 7.7, 7.7, 1.5, 6.2, 6.2, 6.2, 6.2, 4.6, 1.5, 3.1, 4.6, 9.2, 4.6, 7.7, 10.8, 10.8]",birth_you_age,58,School C,Year 10,All,All,All,demographic,
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[17, 6, 11, 15, 8, 8]","[26.2, 9.2, 16.9, 23.1, 12.3, 12.3]",autonomy_pressure,57,School C,Year 10,All,All,All,autonomy,I feel pressured in my life
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[11, 13, 14, 13, 12, 2]","[16.9, 20.0, 21.5, 20.0, 18.5, 3.1]",autonomy_express,63,School C,Year 10,All,All,All,autonomy,I generally feel free to express my ideas and opinions
"[1.0, 2.0, 3.0, 4.0, 5.0]","['1 - Completely not true', '2', '3', '4', '5 - Completely true']","[12, 15, 14, 11, 13]","[18.5, 23.1, 21.5, 16.9, 20.0]",autonomy_decide,65,School C,Year 10,All,All,All,autonomy,I feel like I am free to decide for myself how to live my life
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[13, 12, 16, 8, 10, 6]","[20.0, 18.5, 24.6, 12.3, 15.4, 9.2]",autonomy_told,59,School C,Year 10,All,All,All,autonomy,In my daily life I often have to do what I am told
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[6, 11, 12, 17, 12, 7]","[9.2, 16.9, 18.5, 26.2, 18.5, 10.8]",autonomy_myself,58,School C,Year 10,All,All,All,autonomy,I feel I can pretty much be myself in daily situations
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[16, 14, 13, 10, 10, 2]","[24.6, 21.5, 20.0, 15.4, 15.4, 3.1]",autonomy_choice,63,School C,Year 10,All,All,All,autonomy,I have enough choice about how I spend my time
"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]","['0 - not at all', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10 - completely']","[5, 6, 2, 6, 2, 8, 10, 7, 7, 4, 8]","[7.7, 9.2, 3.1, 9.2, 3.1, 12.3, 15.4, 10.8, 10.8, 6.2, 12.3]",life_satisfaction,65,School C,Year 10,All,All,All,life_satisfaction,"Overall, how satisfied are you with your life nowadays?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always', 'Missing']","[10, 8, 14, 14, 16, 3]","[15.4, 12.3, 21.5, 21.5, 24.6, 4.6]",optimism_future,62,School C,Year 10,All,All,All,optimism,I am optimistic about my future
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'Missing']","[10, 14, 10, 11, 15, 5]","[15.4, 21.5, 15.4, 16.9, 23.1, 7.7]",optimism_best,60,School C,Year 10,All,All,All,optimism,"In uncertain times, I expect the best"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'Missing']","[14, 8, 15, 8, 13, 7]","[21.5, 12.3, 23.1, 12.3, 20.0, 10.8]",optimism_good,58,School C,Year 10,All,All,All,optimism,I think good things are going to happen to me
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'Missing']","[14, 5, 13, 15, 12, 6]","[21.5, 7.7, 20.0, 23.1, 18.5, 9.2]",optimism_work,59,School C,Year 10,All,All,All,optimism,"I believe that things will work out, no matter how difficult they seem"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[10, 11, 13, 15, 9, 7]","[15.4, 16.9, 20.0, 23.1, 13.8, 10.8]",wellbeing_optimistic,58,School C,Year 10,All,All,All,wellbeing,I've been feeling optimistic about the future
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[7, 17, 11, 14, 14, 2]","[10.8, 26.2, 16.9, 21.5, 21.5, 3.1]",wellbeing_useful,63,School C,Year 10,All,All,All,wellbeing,I've been feeling useful
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[13, 9, 13, 11, 15, 4]","[20.0, 13.8, 20.0, 16.9, 23.1, 6.2]",wellbeing_relaxed,61,School C,Year 10,All,All,All,wellbeing,I've been feeling relaxed
"[1.0, 2.0, 3.0, 4.0, 5.0]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time']","[10, 15, 10, 14, 16]","[15.4, 23.1, 15.4, 21.5, 24.6]",wellbeing_problems,65,School C,Year 10,All,All,All,wellbeing,I've been dealing with problems well
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[6, 9, 16, 14, 15, 5]","[9.2, 13.8, 24.6, 21.5, 23.1, 7.7]",wellbeing_thinking,60,School C,Year 10,All,All,All,wellbeing,I've been thinking clearly
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[8, 16, 13, 7, 14, 7]","[12.3, 24.6, 20.0, 10.8, 21.5, 10.8]",wellbeing_close,58,School C,Year 10,All,All,All,wellbeing,I've been feeling close to other people
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[11, 7, 14, 18, 14, 1]","[16.9, 10.8, 21.5, 27.7, 21.5, 1.5]",wellbeing_mind,64,School C,Year 10,All,All,All,wellbeing,I've been able to make up my own mind about things
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[15, 5, 20, 24, 1]","[23.1, 7.7, 30.8, 36.9, 1.5]",esteem_satisfied,64,School C,Year 10,All,All,All,esteem,"On the whole, I am satisfied with myself"
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[15, 14, 19, 16, 1]","[23.1, 21.5, 29.2, 24.6, 1.5]",esteem_qualities,64,School C,Year 10,All,All,All,esteem,I feel that I have a number of good qualities
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[18, 13, 15, 15, 4]","[27.7, 20.0, 23.1, 23.1, 6.2]",esteem_well,61,School C,Year 10,All,All,All,esteem,I am able to do things as well as most other people
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[11, 19, 19, 14, 2]","[16.9, 29.2, 29.2, 21.5, 3.1]",esteem_value,63,School C,Year 10,All,All,All,esteem,I am a person of value
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[16, 15, 18, 13, 3]","[24.6, 23.1, 27.7, 20.0, 4.6]",esteem_good,62,School C,Year 10,All,All,All,esteem,I feel good about myself
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[11, 17, 16, 10, 9, 2]","[16.9, 26.2, 24.6, 15.4, 13.8, 3.1]",stress_control,63,School C,Year 10,All,All,All,stress,"In the last month, how often have you felt that you were unable to control the important things in your life?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[12, 14, 9, 13, 14, 3]","[18.5, 21.5, 13.8, 20.0, 21.5, 4.6]",stress_overcome,62,School C,Year 10,All,All,All,stress,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[10, 15, 12, 6, 12, 10]","[15.4, 23.1, 18.5, 9.2, 18.5, 15.4]",stress_confident,55,School C,Year 10,All,All,All,stress,"In the last month, how often have you felt confident about your ability to handle your personal problems?"
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often']","[14, 13, 11, 15, 12]","[21.5, 20.0, 16.9, 23.1, 18.5]",stress_way,65,School C,Year 10,All,All,All,stress,"In the last month, how often have you felt that things were going your way?"
"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'Prefer not to say', 'Missing']","[7, 5, 3, 2, 9, 5, 6, 6, 4, 5, 3, 4, 6]","[10.8, 7.7, 4.6, 3.1, 13.8, 7.7, 9.2, 9.2, 6.2, 7.7, 4.6, 6.2, 9.2]",appearance_happy,59,School C,Year 10,All,All,All,appearance,How happy are you with your appearance (the way that you look)?
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'Missing']","[15, 15, 6, 9, 10, 10]","[23.1, 23.1, 9.2, 13.8, 15.4, 15.4]",appearance_feel,55,School C,Year 10,All,All,All,appearance,My appearance affects how I feel about myself
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[20, 26, 19]","[30.8, 40.0, 29.2]",negative_lonely,65,School C,Year 10,All,All,All,negative,I feel lonely
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[18, 22, 21, 4]","[27.7, 33.8, 32.3, 6.2]",negative_unhappy,61,School C,Year 10,All,All,All,negative,I am unhappy
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[19, 15, 20, 11]","[29.2, 23.1, 30.8, 16.9]",negative_like,54,School C,Year 10,All,All,All,negative,Nobody likes me
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[22, 23, 17, 3]","[33.8, 35.4, 26.2, 4.6]",negative_cry,62,School C,Year 10,All,All,All,negative,I cry a lot
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[17, 19, 26, 3]","[26.2, 29.2, 40.0, 4.6]",negative_school,62,School C,Year 10,All,All,All,negative,I worry when I am at school
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[20, 17, 24, 4]","[30.8, 26.2, 36.9, 6.2]",negative_worry,61,School C,Year 10,All,All,All,negative,I worry a lot
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[18, 24, 18, 5]","[27.7, 36.9, 27.7, 7.7]",negative_sleep,60,School C,Year 10,All,All,All,negative,I have problems sleeping
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[17, 19, 29]","[26.2, 29.2, 44.6]",negative_wake,65,School C,Year 10,All,All,All,negative,I wake up in the night
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[15, 26, 21, 3]","[23.1, 40.0, 32.3, 4.6]",negative_shy,62,School C,Year 10,All,All,All,negative,I am shy
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[21, 19, 18, 7]","[32.3, 29.2, 27.7, 10.8]",negative_scared,58,School C,Year 10,All,All,All,negative,I feel scared
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[12, 12, 6, 16, 11, 8]","[18.5, 18.5, 9.2, 24.6, 16.9, 12.3]",lonely,57,School C,Year 10,All,All,All,lonely,How often do you feel lonely?
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[12, 18, 15, 18, 2]","[18.5, 27.7, 23.1, 27.7, 3.1]",support_ways,63,School C,Year 10,All,All,All,support,"I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[20, 17, 11, 17]","[30.8, 26.2, 16.9, 26.2]",support_look,65,School C,Year 10,All,All,All,support,I know where to look for advice on how to support myself
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[31, 27, 7]","[47.7, 41.5, 10.8]",sleep,58,School C,Year 10,All,All,All,sleep,Is the amount of sleep you normally get enough for you to feel awake and concentrate on your school work during the day?
"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0, nan]","['0 days', '1 day', '3 days', '4 days', '5 days', '6 days', '7 days', 'Missing']","[5, 8, 9, 7, 8, 8, 14, 6]","[7.7, 12.3, 13.8, 10.8, 12.3, 12.3, 21.5, 9.2]",physical_days,59,School C,Year 10,All,All,All,physical,"How many days in a usual week are you physically active? Remember, we are interested in things that make you hot, sweaty, and/or breathe faster."
"[30.0, 60.0, 90.0, 120.0, nan]","['Around 30 minutes', 'Around 1 hour', 'Around 1.5 hours', 'Around 2 hours or more', 'Missing']","[7, 21, 14, 21, 2]","[10.8, 32.3, 21.5, 32.3, 3.1]",physical_hours,63,School C,Year 10,All,All,All,physical,"On the days that you are physically active, think about all the different activities you typically do over the course of the day. How long on average do you spend being physically active?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'Missing']","[14, 10, 9, 14, 14, 4]","[21.5, 15.4, 13.8, 21.5, 21.5, 6.2]",free_like,61,School C,Year 10,All,All,All,free_like,How often can you do things that you like in your free time?
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, nan]","['Missing', 'Less than 1 hour', '1 hour to less than 2 hours', '2 hours to less than 3 hours', '3 hours to less than 4 hours', '4 hours to less than 5 hours', '5 hours to less than 6 hours', '6 hours to less than 7 hours', '7 hours or more', 'Missing']","[8, 5, 10, 7, 5, 1, 12, 4, 6, 7]","[12.3, 7.7, 15.4, 10.8, 7.7, 1.5, 18.5, 6.2, 9.2, 10.8]",media_hours,58,School C,Year 10,All,All,All,media,"On a normal weekday during term time, how much time do you spend on social media? For example, sites or apps like TikTok, Instagram, and Snapchat"
"[1.0, 2.0, 3.0, 4.0, nan]","['Missing', 'Limited', 'Several', 'Lots', 'Missing']","[20, 12, 14, 14, 5]","[30.8, 18.5, 21.5, 21.5, 7.7]",places_freq,60,School C,Year 10,All,All,All,places,"How many activities/places are there in your local area, that you choose to or would want to go to in your free time?"
"[0.0, 1.0]","['No', 'Yes']","[34, 31]","[52.3, 47.7]",places_barriers___1,65,School C,Year 10,All,All,All,places,There's nothing to do
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[33, 30, 2]","[50.8, 46.2, 3.1]",places_barriers___2,63,School C,Year 10,All,All,All,places,I'm unable to get there and back
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[25, 33, 7]","[38.5, 50.8, 10.8]",places_barriers___3,58,School C,Year 10,All,All,All,places,It's too expensive (to get there or take part)
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[37, 26, 2]","[56.9, 40.0, 3.1]",places_barriers___4,63,School C,Year 10,All,All,All,places,Poor weather
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[29, 31, 5]","[44.6, 47.7, 7.7]",places_barriers___5,60,School C,Year 10,All,All,All,places,I have no-one to go with
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[35, 28, 2]","[53.8, 43.1, 3.1]",places_barriers___6,63,School C,Year 10,All,All,All,places,It's too busy
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[30, 29, 6]","[46.2, 44.6, 9.2]",places_barriers___7,59,School C,Year 10,All,All,All,places,I feel uncomfortable/anxious about other people who might be there
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[36, 22, 7]","[55.4, 33.8, 10.8]",places_barriers___8,58,School C,Year 10,All,All,All,places,My parents/carers don't allow me to go
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[30, 34, 1]","[46.2, 52.3, 1.5]",places_barriers___9,64,School C,Year 10,All,All,All,places,Other
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[14, 14, 14, 13, 9, 1]","[21.5, 21.5, 21.5, 20.0, 13.8, 1.5]",school_belong,64,School C,Year 10,All,All,All,school_belong,I feel that I belong/belonged at my school
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[14, 16, 10, 10, 13, 2]","[21.5, 24.6, 15.4, 15.4, 20.0, 3.1]",staff_interest,63,School C,Year 10,All,All,All,staff_relationship,Is interested in my schoolwork
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[10, 9, 17, 11, 13, 5]","[15.4, 13.8, 26.2, 16.9, 20.0, 7.7]",staff_believe,60,School C,Year 10,All,All,All,staff_relationship,Believes that I will be a success
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[9, 14, 13, 12, 8, 9]","[13.8, 21.5, 20.0, 18.5, 12.3, 13.8]",staff_best,56,School C,Year 10,All,All,All,staff_relationship,Wants me to do my best
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[15, 7, 14, 11, 13, 5]","[23.1, 10.8, 21.5, 16.9, 20.0, 7.7]",staff_listen,60,School C,Year 10,All,All,All,staff_relationship,Listens to me when I have something to say
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[27, 26, 12]","[41.5, 40.0, 18.5]",staff_talk,53,School C,Year 10,All,All,All,talk,An adult at school
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[21, 11, 14, 14, 5]","[32.3, 16.9, 21.5, 21.5, 7.7]",staff_talk_listen,60,School C,Year 10,All,All,All,talk,An adult at school
"[1.0, 2.0, 3.0, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'Missing']","[14, 25, 18, 8]","[21.5, 38.5, 27.7, 12.3]",staff_talk_helpful,57,School C,Year 10,All,All,All,talk,An adult at school
"[1.0, 2.0, 3.0, 4.0, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'Missing']","[23, 14, 12, 10, 6]","[35.4, 21.5, 18.5, 15.4, 9.2]",staff_talk_if,59,School C,Year 10,All,All,All,talk,An adult at school
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[18, 19, 9, 15, 4]","[27.7, 29.2, 13.8, 23.1, 6.2]",accept_staff,61,School C,Year 10,All,All,All,accept,Adults at your school
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[14, 11, 9, 14, 13, 4]","[21.5, 16.9, 13.8, 21.5, 20.0, 6.2]",home_interest,61,School C,Year 10,All,All,All,home_relationship,Is interested in my schoolwork
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[14, 6, 16, 13, 11, 5]","[21.5, 9.2, 24.6, 20.0, 16.9, 7.7]",home_believe,60,School C,Year 10,All,All,All,home_relationship,Believes that I will be a success
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[14, 6, 12, 15, 9, 9]","[21.5, 9.2, 18.5, 23.1, 13.8, 13.8]",home_best,56,School C,Year 10,All,All,All,home_relationship,Wants me to do my best
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[14, 17, 11, 12, 4, 7]","[21.5, 26.2, 16.9, 18.5, 6.2, 10.8]",home_listen,58,School C,Year 10,All,All,All,home_relationship,Listens to me when I have something to say
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[28, 35, 2]","[43.1, 53.8, 3.1]",home_talk,63,School C,Year 10,All,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[17, 11, 17, 14, 6]","[26.2, 16.9, 26.2, 21.5, 9.2]",home_talk_listen,59,School C,Year 10,All,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'Missing']","[20, 18, 26, 1]","[30.8, 27.7, 40.0, 1.5]",home_talk_helpful,64,School C,Year 10,All,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'Missing']","[13, 16, 11, 18, 7]","[20.0, 24.6, 16.9, 27.7, 10.8]",home_talk_if,58,School C,Year 10,All,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[12, 9, 23, 16, 5]","[18.5, 13.8, 35.4, 24.6, 7.7]",accept_home,60,School C,Year 10,All,All,All,accept,Your parents/carers
"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, nan]","[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 'Missing']","[6, 4, 3, 5, 4, 9, 8, 6, 5, 5, 3, 7]","[9.2, 6.2, 4.6, 7.7, 6.2, 13.8, 12.3, 9.2, 7.7, 7.7, 4.6, 10.8]",home_happy,58,School C,Year 10,All,All,All,home_happy,How happy are you with the home that you live in?
