cat,cat_lab,count,percentage,measure,n_responses,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[36, 31, 29, 15]","[32.432432432432435, 27.927927927927925, 26.126126126126124, 13.513513513513514]",negative_unhappy,111.0,School C,All,All,All,All,negative,"
I am unhappy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[28, 35, 37, 11]","[25.225225225225223, 31.53153153153153, 33.33333333333333, 9.90990990990991]",negative_like,111.0,School C,All,All,All,All,negative,"
Nobody likes me"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[36, 38, 33, 4]","[32.432432432432435, 34.234234234234236, 29.72972972972973, 3.6036036036036037]",negative_cry,111.0,School C,All,All,All,All,negative,"
I cry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[32, 31, 43, 5]","[28.82882882882883, 27.927927927927925, 38.73873873873874, 4.504504504504505]",negative_school,111.0,School C,All,All,All,All,negative,"
I worry when I am at school"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[38, 40, 31, 2]","[34.234234234234236, 36.03603603603604, 27.927927927927925, 1.8018018018018018]",negative_worry,111.0,School C,All,All,All,All,negative,"
I worry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[28, 43, 38, 2]","[25.225225225225223, 38.73873873873874, 34.234234234234236, 1.8018018018018018]",negative_sleep,111.0,School C,All,All,All,All,negative,"
I have problems sleeping"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[30, 29, 38, 14]","[27.027027027027028, 26.126126126126124, 34.234234234234236, 12.612612612612612]",negative_wake,111.0,School C,All,All,All,All,negative,"
I wake up in the night"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[30, 38, 38, 5]","[27.027027027027028, 34.234234234234236, 34.234234234234236, 4.504504504504505]",negative_shy,111.0,School C,All,All,All,All,negative,"
I am shy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[39, 38, 30, 4]","[35.13513513513514, 34.234234234234236, 27.027027027027028, 3.6036036036036037]",negative_scared,111.0,School C,All,All,All,All,negative,"
I feel scared"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[24, 23, 15, 25, 23, 1]","[21.62162162162162, 20.72072072072072, 13.513513513513514, 22.52252252252252, 20.72072072072072, 0.9009009009009009]",lonely,111.0,School C,All,All,All,All,lonely,"
How often do you feel lonely?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[19, 26, 25, 31, 10]","[17.117117117117118, 23.423423423423422, 22.52252252252252, 27.927927927927925, 9.00900900900901]",support_ways,111.0,School C,All,All,All,All,support,"
I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[28, 25, 26, 32, 0]","[25.225225225225223, 22.52252252252252, 23.423423423423422, 28.82882882882883, 0.0]",support_look,111.0,School C,All,All,All,All,support,"
I know where to look for advice on how to support myself"
"[0, 1, nan]","['No', 'Yes', 'No response']","[62, 49, 0]","[55.85585585585585, 44.14414414414414, 0.0]",sleep,111.0,School C,All,All,All,All,sleep,"
Is the amount of sleep you normally get enough for you to feel awake and
concentrate on your school work during the day?"
"[0, 1, 2, 3, 4, 5, 6, 7, nan]","['0 days', '1 day', '2 days', '3 days', '4 days', '5 days', '6 days', '7 days', 'No response']","[7, 14, 4, 20, 14, 13, 11, 22, 6]","[6.306306306306306, 12.612612612612612, 3.6036036036036037, 18.01801801801802, 12.612612612612612, 11.711711711711711, 9.90990990990991, 19.81981981981982, 5.405405405405405]",physical_days,111.0,School C,All,All,All,All,physical,"
How many days in a usual week are you physically active?"
"[30, 60, 90, 120, nan]","['Around 30 minutes', 'Around 1 hour', 'Around 1.5 hours', 'Around 2 hours or more', 'No response']","[19, 28, 22, 33, 9]","[17.117117117117118, 25.225225225225223, 19.81981981981982, 29.72972972972973, 8.108108108108109]",physical_hours,111.0,School C,All,All,All,All,physical,"
How long on average do you spend being physically active?"
"[1, 2, 3, 4, 5, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'No response']","[28, 19, 17, 20, 23, 4]","[25.225225225225223, 17.117117117117118, 15.315315315315313, 18.01801801801802, 20.72072072072072, 3.6036036036036037]",free_like,111.0,School C,All,All,All,All,free_like,"
How often can you do things that you like in your free time?"
"[1, 2, 3, 4, 5, 6, 7, 8, 9, nan]","['None', 'Less than 1 hour', '1 to 2 hours', '2 to 3 hours', '3 to 4 hours', '4 to 5 hours', '5 to 6 hours', '6 to 7 hours', '7 hours or more', 'No response']","[16, 11, 18, 8, 9, 8, 18, 10, 12, 1]","[14.414414414414415, 9.90990990990991, 16.216216216216218, 7.207207207207207, 8.108108108108109, 7.207207207207207, 16.216216216216218, 9.00900900900901, 10.81081081081081, 0.9009009009009009]",media_hours,111.0,School C,All,All,All,All,media,"
On a normal weekday during term time, how much time do you spend on social
media?"
"[1, 2, 3, 4, nan]","['None ', 'Limited', 'Several', 'Lots', 'No response']","[33, 24, 25, 25, 4]","[29.72972972972973, 21.62162162162162, 22.52252252252252, 22.52252252252252, 3.6036036036036037]",places_freq,111.0,School C,All,All,All,All,places,"
How many activities/places are there in your local area, that you choose to or
would want to go to in your free time?"
"[0, 1, nan]","['No', 'Yes', 'No response']","[50, 53, 8]","[45.04504504504504, 47.74774774774775, 7.207207207207207]",places_barriers___1,111.0,School C,All,All,All,All,places,"
There's nothing to do"
"[0, 1, nan]","['No', 'Yes', 'No response']","[51, 52, 8]","[45.94594594594595, 46.846846846846844, 7.207207207207207]",places_barriers___2,111.0,School C,All,All,All,All,places,"
I'm unable to get there and back"
"[0, 1, nan]","['No', 'Yes', 'No response']","[49, 54, 8]","[44.14414414414414, 48.64864864864865, 7.207207207207207]",places_barriers___3,111.0,School C,All,All,All,All,places,"
It's too expensive (to get there or take part)"
"[0, 1, nan]","['No', 'Yes', 'No response']","[61, 42, 8]","[54.95495495495496, 37.83783783783784, 7.207207207207207]",places_barriers___4,111.0,School C,All,All,All,All,places,"
Poor weather"
"[0, 1, nan]","['No', 'Yes', 'No response']","[61, 42, 8]","[54.95495495495496, 37.83783783783784, 7.207207207207207]",places_barriers___5,111.0,School C,All,All,All,All,places,"
I have no-one to go with"
"[0, 1, nan]","['No', 'Yes', 'No response']","[58, 45, 8]","[52.25225225225225, 40.54054054054054, 7.207207207207207]",places_barriers___6,111.0,School C,All,All,All,All,places,"
It's too busy"
"[0, 1, nan]","['No', 'Yes', 'No response']","[53, 50, 8]","[47.74774774774775, 45.04504504504504, 7.207207207207207]",places_barriers___7,111.0,School C,All,All,All,All,places,"
I feel uncomfortable/anxious about other people who might be there"
"[0, 1, nan]","['No', 'Yes', 'No response']","[55, 48, 8]","[49.549549549549546, 43.24324324324324, 7.207207207207207]",places_barriers___8,111.0,School C,All,All,All,All,places,"
My parents/carers don't allow me to go"
"[0, 1, nan]","['No', 'Yes', 'No response']","[54, 49, 8]","[48.64864864864865, 44.14414414414414, 7.207207207207207]",places_barriers___9,111.0,School C,All,All,All,All,places,"
Other"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[23, 24, 21, 15, 17, 11]","[20.72072072072072, 21.62162162162162, 18.91891891891892, 13.513513513513514, 15.315315315315313, 9.90990990990991]",school_belong,111.0,School C,All,All,All,All,school_belong,"
I feel that I belong/belonged at my school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[23, 29, 19, 18, 22, 0]","[20.72072072072072, 26.126126126126124, 17.117117117117118, 16.216216216216218, 19.81981981981982, 0.0]",staff_interest,111.0,School C,All,All,All,All,staff_relationship,"
At school there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[20, 20, 27, 21, 23, 0]","[18.01801801801802, 18.01801801801802, 24.324324324324326, 18.91891891891892, 20.72072072072072, 0.0]",staff_believe,111.0,School C,All,All,All,All,staff_relationship,"
At school there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[15, 22, 23, 23, 14, 14]","[13.513513513513514, 19.81981981981982, 20.72072072072072, 20.72072072072072, 12.612612612612612, 12.612612612612612]",staff_best,111.0,School C,All,All,All,All,staff_relationship,"
At school there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[21, 22, 21, 21, 23, 3]","[18.91891891891892, 19.81981981981982, 18.91891891891892, 18.91891891891892, 20.72072072072072, 2.7027027027027026]",staff_listen,111.0,School C,All,All,All,All,staff_relationship,"
At school there is an adult who... listens to me when I have something to
say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[46, 50, 15]","[41.44144144144144, 45.04504504504504, 13.513513513513514]",staff_talk,111.0,School C,All,All,All,All,talk,"
Talked about feeling down with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[19, 10, 3, 16, 2]","[38.0, 20.0, 6.0, 32.0, 4.0]",staff_talk_listen,50.0,School C,All,All,All,All,talk,"
Did you feel listened to when you spoke with... an adult at school"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[14, 17, 18, 1]","[28.000000000000004, 34.0, 36.0, 2.0]",staff_talk_helpful,50.0,School C,All,All,All,All,talk,"
Did you receive advice that you found helpful from... an adult at school"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[11, 14, 8, 11, 2]","[23.91304347826087, 30.434782608695656, 17.391304347826086, 23.91304347826087, 4.3478260869565215]",staff_talk_if,46.0,School C,All,All,All,All,talk,"
How would you feel about speaking with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[29, 28, 25, 28, 1]","[26.126126126126124, 25.225225225225223, 22.52252252252252, 25.225225225225223, 0.9009009009009009]",accept_staff,111.0,School C,All,All,All,All,accept,"
Adults at your school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[20, 17, 18, 25, 21, 10]","[18.01801801801802, 15.315315315315313, 16.216216216216218, 22.52252252252252, 18.91891891891892, 9.00900900900901]",home_interest,111.0,School C,All,All,All,All,home_relationship,"
At home there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[28, 14, 25, 20, 22, 2]","[25.225225225225223, 12.612612612612612, 22.52252252252252, 18.01801801801802, 19.81981981981982, 1.8018018018018018]",home_believe,111.0,School C,All,All,All,All,home_relationship,"
At home there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[22, 18, 21, 23, 19, 8]","[19.81981981981982, 16.216216216216218, 18.91891891891892, 20.72072072072072, 17.117117117117118, 7.207207207207207]",home_best,111.0,School C,All,All,All,All,home_relationship,"
At home there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[21, 24, 23, 19, 12, 12]","[18.91891891891892, 21.62162162162162, 20.72072072072072, 17.117117117117118, 10.81081081081081, 10.81081081081081]",home_listen,111.0,School C,All,All,All,All,home_relationship,"
At home there is an adult who... listens to me when I have something to say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[44, 62, 5]","[39.63963963963964, 55.85585585585585, 4.504504504504505]",home_talk,111.0,School C,All,All,All,All,talk,"
Talked about feeling down with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[11, 15, 16, 18, 2]","[17.741935483870968, 24.193548387096776, 25.806451612903224, 29.03225806451613, 3.225806451612903]",home_talk_listen,62.0,School C,All,All,All,All,talk,"
Did you feel listened to when you spoke with... one of your parents/carers"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[21, 15, 23, 3]","[33.87096774193548, 24.193548387096776, 37.096774193548384, 4.838709677419355]",home_talk_helpful,62.0,School C,All,All,All,All,talk,"
Did you receive advice that you found helpful from... one of your
parents/carers"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[8, 8, 9, 13, 6]","[18.181818181818183, 18.181818181818183, 20.454545454545457, 29.545454545454547, 13.636363636363635]",home_talk_if,44.0,School C,All,All,All,All,talk,"
How would you feel about speaking with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[23, 18, 45, 21, 4]","[20.72072072072072, 16.216216216216218, 40.54054054054054, 18.91891891891892, 3.6036036036036037]",accept_home,111.0,School C,All,All,All,All,accept,"
Your parents/carers"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'No response']","[9, 6, 7, 8, 11, 11, 12, 9, 13, 9, 5, 11]","[8.108108108108109, 5.405405405405405, 6.306306306306306, 7.207207207207207, 9.90990990990991, 9.90990990990991, 10.81081081081081, 8.108108108108109, 11.711711711711711, 8.108108108108109, 4.504504504504505, 9.90990990990991]",home_happy,111.0,School C,All,All,All,All,home_happy,"
How happy are you with the home that you live in?"
"[1, 2, 3, 4, 5, nan]","['Very safe', 'Fairly safe', 'Fairly unsafe', 'Very unsafe', ""Don't know"", 'No response']","[20, 18, 16, 19, 27, 11]","[18.01801801801802, 16.216216216216218, 14.414414414414415, 17.117117117117118, 24.324324324324326, 9.90990990990991]",local_safe,111.0,School C,All,All,All,All,local_env,"
How safe do you feel when in your local area?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[17, 20, 25, 22, 20, 7]","[15.315315315315313, 18.01801801801802, 22.52252252252252, 19.81981981981982, 18.01801801801802, 6.306306306306306]",local_support,111.0,School C,All,All,All,All,local_env,"
People around here support each other with their wellbeing"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[27, 23, 21, 19, 18, 3]","[24.324324324324326, 20.72072072072072, 18.91891891891892, 17.117117117117118, 16.216216216216218, 2.7027027027027026]",local_trust,111.0,School C,All,All,All,All,local_env,"
You can trust people around here"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[16, 19, 18, 19, 23, 16]","[14.414414414414415, 17.117117117117118, 16.216216216216218, 17.117117117117118, 20.72072072072072, 14.414414414414415]",local_neighbours,111.0,School C,All,All,All,All,local_env,"
I could ask for help or a favour from neighbours"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[15, 27, 17, 24, 16, 12]","[13.513513513513514, 24.324324324324326, 15.315315315315313, 21.62162162162162, 14.414414414414415, 10.81081081081081]",local_places,111.0,School C,All,All,All,All,local_env,"
There are good places to spend your free time (e.g., leisure centres, parks,
shops)"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[24, 18, 23, 24, 19, 3]","[21.62162162162162, 16.216216216216218, 20.72072072072072, 21.62162162162162, 17.117117117117118, 2.7027027027027026]",discrim_race,111.0,School C,All,All,All,All,discrim,"
How often do people make you feel bad because of... your race, skin colour or
where you were born?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[25, 13, 19, 21, 19, 14]","[22.52252252252252, 11.711711711711711, 17.117117117117118, 18.91891891891892, 17.117117117117118, 12.612612612612612]",discrim_gender,111.0,School C,All,All,All,All,discrim,"
How often do people make you feel bad because of... your gender?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[14, 19, 28, 20, 20, 10]","[12.612612612612612, 17.117117117117118, 25.225225225225223, 18.01801801801802, 18.01801801801802, 9.00900900900901]",discrim_orientation,111.0,School C,All,All,All,All,discrim,"
How often do people make you feel bad because of... your sexual
orientation?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[22, 17, 26, 17, 24, 5]","[19.81981981981982, 15.315315315315313, 23.423423423423422, 15.315315315315313, 21.62162162162162, 4.504504504504505]",discrim_disability,111.0,School C,All,All,All,All,discrim,"
How often do people make you feel bad because of... disability?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[33, 19, 17, 23, 15, 4]","[29.72972972972973, 17.117117117117118, 15.315315315315313, 20.72072072072072, 13.513513513513514, 3.6036036036036037]",discrim_faith,111.0,School C,All,All,All,All,discrim,"
How often do people make you feel bad because of... your religion/faith?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[19, 21, 24, 38, 9]","[17.117117117117118, 18.91891891891892, 21.62162162162162, 34.234234234234236, 8.108108108108109]",belong_local,111.0,School C,All,All,All,All,belong_local,"
I feel like I belong in my local area"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[25, 21, 25, 37, 3]","[22.52252252252252, 18.91891891891892, 22.52252252252252, 33.33333333333333, 2.7027027027027026]",accept_local,111.0,School C,All,All,All,All,accept,"
People in your local area"
"[1, 2, 3, 4, nan]","['Richer', 'Poorer', 'About the same', ""Don't know"", 'No response']","[28, 29, 30, 20, 4]","[25.225225225225223, 26.126126126126124, 27.027027027027028, 18.01801801801802, 3.6036036036036037]",wealth,111.0,School C,All,All,All,All,wealth,"
Compared to your friends, is your family richer, poorer or about the same?"
"[1, 2, 3, 4, nan]","['Not many', 'Quite a few', 'A lot', 'Unsure', 'No response']","[26, 28, 20, 24, 13]","[23.423423423423422, 25.225225225225223, 18.01801801801802, 21.62162162162162, 11.711711711711711]",future_options,111.0,School C,All,All,All,All,future,"
How many options are available?"
"[1, 2, 3, 4, 5, nan]","['Not interested', 'A little interested', 'Quite interested', 'Very interested', 'Unsure', 'No response']","[16, 21, 24, 32, 13, 5]","[14.414414414414415, 18.91891891891892, 21.62162162162162, 28.82882882882883, 11.711711711711711, 4.504504504504505]",future_interest,111.0,School C,All,All,All,All,future,"
How do you feel about the options available?"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Unsure', 'No response']","[23, 19, 20, 17, 25, 7]","[20.72072072072072, 17.117117117117118, 18.01801801801802, 15.315315315315313, 22.52252252252252, 6.306306306306306]",future_support,111.0,School C,All,All,All,All,future,"
Do you feel (or think you would feel) supported to explore options that
interest you, even if no-one else around you has done them before?"
"[1, 2, 3, 4, nan]","['Often', 'Sometimes', 'Rarely', 'Never', 'No response']","[19, 30, 38, 22, 2]","[17.117117117117118, 27.027027027027028, 34.234234234234236, 19.81981981981982, 1.8018018018018018]",climate,111.0,School C,All,All,All,All,climate,"
How often do you worry about the impact of climate change on your future?"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[25, 14, 29, 17, 14, 12]","[22.52252252252252, 12.612612612612612, 26.126126126126124, 15.315315315315313, 12.612612612612612, 10.81081081081081]",social_along,111.0,School C,All,All,All,All,social,"
I get along with people around me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[18, 24, 28, 18, 19, 4]","[16.216216216216218, 21.62162162162162, 25.225225225225223, 16.216216216216218, 17.117117117117118, 3.6036036036036037]",social_time,111.0,School C,All,All,All,All,social,"
People like to spend time with me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[21, 15, 24, 16, 21, 14]","[18.91891891891892, 13.513513513513514, 21.62162162162162, 14.414414414414415, 18.91891891891892, 12.612612612612612]",social_support,111.0,School C,All,All,All,All,social,"
I feel supported by my friends"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[21, 19, 16, 22, 18, 15]","[18.91891891891892, 17.117117117117118, 14.414414414414415, 19.81981981981982, 16.216216216216218, 13.513513513513514]",social_hard,111.0,School C,All,All,All,All,social,"
My friends care about me when times are hard (for example if I am sick or have
done something wrong)"
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[31, 24, 29, 25, 2]","[27.927927927927925, 21.62162162162162, 26.126126126126124, 22.52252252252252, 1.8018018018018018]",bully_physical,111.0,School C,All,All,All,All,bully,"
How often do you get physically bullied at school? By this we mean getting hit,
pushed around, threatened, or having belongings stolen."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[21, 32, 18, 35, 5]","[18.91891891891892, 28.82882882882883, 16.216216216216218, 31.53153153153153, 4.504504504504505]",bully_other,111.0,School C,All,All,All,All,bully,"
How often do you get bullied in other ways at school? By this we mean insults,
slurs, name calling, threats, getting left out or excluded by others, or having
rumours spread about you on purpose."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[30, 30, 26, 25, 0]","[27.027027027027028, 27.027027027027028, 23.423423423423422, 22.52252252252252, 0.0]",bully_cyber,111.0,School C,All,All,All,All,bully,"
How often do you get cyber-bullied? By this we mean someone sending mean text
or online messages about you, creating a website making fun of you, posting
pictures that make you look bad online, or sharing them with others."
"[0, 1, nan]","['No', 'Yes', 'No response']","[62, 45, 4]","[55.85585585585585, 40.54054054054054, 3.6036036036036037]",peer_talk,111.0,School C,All,All,All,All,talk,"
Talked about feeling down with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[11, 13, 10, 10, 1]","[24.444444444444443, 28.888888888888886, 22.22222222222222, 22.22222222222222, 2.2222222222222223]",peer_talk_listen,45.0,School C,All,All,All,All,talk,"
Did you feel listened to when you spoke with... another person your age"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[17, 12, 15, 1]","[37.77777777777778, 26.666666666666668, 33.33333333333333, 2.2222222222222223]",peer_talk_helpful,45.0,School C,All,All,All,All,talk,"
Did you receive advice that you found helpful from... another person your
age"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[18, 17, 12, 15, 0]","[29.03225806451613, 27.419354838709676, 19.35483870967742, 24.193548387096776, 0.0]",peer_talk_if,62.0,School C,All,All,All,All,talk,"
How would you feel about speaking with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[32, 30, 25, 23, 1]","[28.82882882882883, 27.027027027027028, 22.52252252252252, 20.72072072072072, 0.9009009009009009]",accept_peer,111.0,School C,All,All,All,All,accept,"
Other people your age"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[5, 5, 8, 8, 10, 1]","[13.513513513513514, 13.513513513513514, 21.62162162162162, 21.62162162162162, 27.027027027027028, 2.7027027027027026]",autonomy_pressure,37.0,School C,Year 8,All,All,All,autonomy,"
I feel pressured in my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[10, 11, 2, 10, 4, 0]","[27.027027027027028, 29.72972972972973, 5.405405405405405, 27.027027027027028, 10.81081081081081, 0.0]",autonomy_express,37.0,School C,Year 8,All,All,All,autonomy,"
I generally feel free to express my ideas and opinions"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[3, 8, 3, 8, 8, 7]","[8.108108108108109, 21.62162162162162, 8.108108108108109, 21.62162162162162, 21.62162162162162, 18.91891891891892]",autonomy_decide,37.0,School C,Year 8,All,All,All,autonomy,"
I feel like I am free to decide for myself how to live my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[9, 6, 5, 6, 6, 5]","[24.324324324324326, 16.216216216216218, 13.513513513513514, 16.216216216216218, 16.216216216216218, 13.513513513513514]",autonomy_told,37.0,School C,Year 8,All,All,All,autonomy,"
In my daily life I often have to do what I am told"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[8, 7, 9, 7, 5, 1]","[21.62162162162162, 18.91891891891892, 24.324324324324326, 18.91891891891892, 13.513513513513514, 2.7027027027027026]",autonomy_myself,37.0,School C,Year 8,All,All,All,autonomy,"
I feel I can pretty much be myself in daily situations"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[7, 6, 8, 8, 8, 0]","[18.91891891891892, 16.216216216216218, 21.62162162162162, 21.62162162162162, 21.62162162162162, 0.0]",autonomy_choice,37.0,School C,Year 8,All,All,All,autonomy,"
I have enough choice about how I spend my time"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - not at all', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10 - completely', 'No response']","[1, 3, 4, 6, 4, 3, 3, 4, 0, 3, 1, 5]","[2.7027027027027026, 8.108108108108109, 10.81081081081081, 16.216216216216218, 10.81081081081081, 8.108108108108109, 8.108108108108109, 10.81081081081081, 0.0, 8.108108108108109, 2.7027027027027026, 13.513513513513514]",life_satisfaction,37.0,School C,Year 8,All,All,All,life_satisfaction,"
Overall, how satisfied are you with your life nowadays?"
"[1, 2, 3, 4, 5, nan]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always', 'No response']","[5, 6, 7, 6, 8, 5]","[13.513513513513514, 16.216216216216218, 18.91891891891892, 16.216216216216218, 21.62162162162162, 13.513513513513514]",optimism_future,37.0,School C,Year 8,All,All,All,optimism,"
I am optimistic about my future"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[7, 3, 5, 16, 6, 0]","[18.91891891891892, 8.108108108108109, 13.513513513513514, 43.24324324324324, 16.216216216216218, 0.0]",optimism_best,37.0,School C,Year 8,All,All,All,optimism,"
In uncertain times, I expect the best"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[6, 8, 5, 5, 13, 0]","[16.216216216216218, 21.62162162162162, 13.513513513513514, 13.513513513513514, 35.13513513513514, 0.0]",optimism_good,37.0,School C,Year 8,All,All,All,optimism,"
I think good things are going to happen to me"
