variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
sleep_score,0.4867256637168141,113.0,School B,All,All,All,Non-SEN,414.0,7.0,0.4758454106280193,0.07056988658602446,0.40527552404199485,0.5464152972140438,average,Sleep,How much sleep young people get
physical_score,227.59615384615384,104.0,School B,All,All,All,Non-SEN,369.0,7.0,248.130081300813,25.096918069223747,223.03316323158924,273.22699937003676,average,Physical activity,How physically active young people are
free_like_score,0.371900826446281,121.0,School B,All,All,All,Non-SEN,425.0,7.0,0.42823529411764705,0.05335402329304235,0.3748812708246047,0.4815893174106894,below,Free time,How often young people can do things that they like in their free time
media_score,3.886178861788618,123.0,School B,All,All,All,Non-SEN,439.0,7.0,3.908883826879271,0.21008362656600782,3.698800200313263,4.118967453445279,average,Social media use,How much time young people spend on social media
places_score,0.5163934426229508,122.0,School B,All,All,All,Non-SEN,435.0,7.0,0.49885057471264366,0.06366339360584537,0.43518718110679827,0.562513968318489,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.1995798319327733,119.0,School B,All,All,All,Non-SEN,424.0,7.0,2.4180424528301887,0.1955064625667361,2.2225359902634527,2.6135489153969247,below,,
home_talk_score,2.4224137931034484,116.0,School B,All,All,All,Non-SEN,410.0,7.0,2.5365853658536586,0.13938832051722555,2.397197045336433,2.675973686370884,average,,
peer_talk_score,2.418103448275862,116.0,School B,All,All,All,Non-SEN,418.0,7.0,2.4946172248803826,0.1104402994573172,2.3841769254230654,2.6050575243377,average,,
talk_score,7.007075471698113,106.0,School B,All,All,All,Non-SEN,371.0,7.0,7.47911051212938,0.4204666220998695,7.0586438900295105,7.89957713422925,below,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,9.923809523809524,105.0,School B,All,All,All,Non-SEN,390.0,7.0,10.04102564102564,0.28823402149404936,9.75279161953159,10.329259662519691,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,3.2222222222222223,108.0,School B,All,All,All,Non-SEN,397.0,7.0,3.005037783375315,0.18799198653537508,2.81704579683994,3.19302976991069,above,School connection,Feelings of belonging at school
staff_relationship_score,11.798076923076923,104.0,School B,All,All,All,Non-SEN,367.0,7.0,11.948228882833787,0.28128146748752625,11.666947415346261,12.229510350321313,average,Support from staff,The support received from adults at school
home_relationship_score,11.945652173913045,92.0,School B,All,All,All,Non-SEN,344.0,7.0,12.049418604651162,0.3678706622015091,11.681547942449653,12.417289266852672,average,Support from parents/carers,The support received from adults at home
home_happy_score,4.955357142857143,112.0,School B,All,All,All,Non-SEN,397.0,7.0,4.924433249370277,0.16930010924096472,4.755133140129312,5.093733358611241,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,15.633333333333333,60.0,School B,All,All,All,Non-SEN,209.0,7.0,15.303030303030301,0.5615307460397923,14.741499556990508,15.864561049070094,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.983739837398374,123.0,School B,All,All,All,Non-SEN,442.0,7.0,0.9819004524886877,0.00841652324438537,0.9734839292443024,0.9903169757330731,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4322033898305085,118.0,School B,All,All,All,Non-SEN,412.0,7.0,0.4441747572815534,0.06514968662544289,0.3790250706561105,0.5093244439069963,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.3604651162790697,86.0,School B,All,All,All,Non-SEN,295.0,7.0,0.35254237288135587,0.051241525962116244,0.30130084691923964,0.4037838988434721,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,6.9361702127659575,47.0,School B,All,All,All,Non-SEN,165.0,7.0,7.3121212121212125,0.447491312960261,6.864629899160952,7.759612525081473,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.5258620689655172,116.0,School B,All,All,All,Non-SEN,427.0,7.0,0.49882903981264637,0.06424321357644973,0.4345858262361966,0.5630722533890961,average,Climate change,Worries regarding climate change
social_score,11.890243902439025,82.0,School B,All,All,All,Non-SEN,285.0,7.0,12.0,0.3512571546441322,11.648742845355867,12.351257154644133,average,Support from friends,The support young people receive from their peers
bully_score,7.336206896551724,116.0,School B,All,All,All,Non-SEN,417.0,7.0,7.410071942446043,0.1022905575435526,7.307781384902491,7.512362499989596,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.723684210526315,76.0,School C,All,All,All,All,496.0,7.0,18.058467741935484,0.41830934513066415,17.64015839680482,18.476777087066147,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.188118811881188,101.0,School C,All,All,All,All,725.0,7.0,5.0937931034482755,0.3091582576022344,4.784634845846041,5.40295136105051,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.441176470588236,102.0,School C,All,All,All,All,728.0,7.0,12.057692307692308,0.21063721540101735,11.84705509229129,12.268329523093326,above,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.628205128205128,78.0,School C,All,All,All,All,540.0,7.0,20.95,0.3376456245958411,20.61235437540416,21.28764562459584,above,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.253521126760564,71.0,School C,All,All,All,All,473.0,7.0,12.746300211416491,0.2609034614244116,12.485396749992079,13.007203672840904,below,Self-esteem,How much young people value themselves
stress_score,7.620253164556962,79.0,School C,All,All,All,All,618.0,7.0,8.08252427184466,0.2657591715176533,7.816765100327006,8.348283443362313,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.076923076923077,104.0,School C,All,All,All,All,740.0,7.0,4.987837837837838,0.41696781798104504,4.570870019856793,5.404805655818883,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.476190476190476,63.0,School C,All,All,All,All,453.0,7.0,9.93598233995585,0.3525196662186804,9.583462673737168,10.28850200617453,above,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.037037037037037,108.0,School C,All,All,All,All,789.0,7.0,2.9657794676806084,0.16855988260183008,2.7972195850787784,3.1343393502824384,average,Loneliness,How often young people feel lonely
support_score,5.142857142857143,105.0,School C,All,All,All,All,740.0,7.0,5.127027027027027,0.1664157914576826,4.960611235569345,5.293442818484709,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4311926605504587,109.0,School C,All,All,All,All,755.0,7.0,0.4821192052980132,0.036030931855877156,0.4460882734421361,0.5181501371538904,below,Sleep,How much sleep young people get
physical_score,311.3265306122449,98.0,School C,All,All,All,All,685.0,7.0,250.77372262773721,29.972655797304544,220.80106683043266,280.74637842504177,above,Physical activity,How physically active young people are
free_like_score,0.4711538461538461,104.0,School C,All,All,All,All,767.0,7.0,0.39504563233376794,0.034618014343651936,0.360427617990116,0.42966364667741985,above,Free time,How often young people can do things that they like in their free time
media_score,3.872727272727273,110.0,School C,All,All,All,All,795.0,7.0,3.913207547169811,0.15143392806532952,3.7617736191044817,4.064641475235141,average,Social media use,How much time young people spend on social media
places_score,0.4770642201834862,109.0,School C,All,All,All,All,785.0,7.0,0.49554140127388535,0.03775962114598525,0.4577817801279001,0.5333010224198707,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.4764150943396226,106.0,School C,All,All,All,All,763.0,7.0,2.479357798165138,0.13141735151063028,2.3479404466545075,2.610775149675768,average,,
home_talk_score,2.532710280373832,107.0,School C,All,All,All,All,742.0,7.0,2.4973045822102424,0.052219416156937606,2.4450851660533046,2.5495239983671802,average,,
peer_talk_score,2.423076923076923,104.0,School C,All,All,All,All,757.0,7.0,2.534015852047556,0.10796612629619404,2.426049725751362,2.6419819783437504,below,,
talk_score,7.563157894736842,95.0,School C,All,All,All,All,672.0,7.0,7.508184523809524,0.23510067467080764,7.273083849138716,7.743285198480331,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.010526315789471,95.0,School C,All,All,All,All,693.0,7.0,10.012987012987013,0.23336679270112132,9.779620220285892,10.246353805688134,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.8297872340425534,94.0,School C,All,All,All,All,710.0,7.0,2.952112676056338,0.19616792469299515,2.755944751363343,3.148280600749333,average,School connection,Feelings of belonging at school
staff_relationship_score,11.78125,96.0,School C,All,All,All,All,679.0,7.0,11.964653902798233,0.1748581629900406,11.789795739808191,12.139512065788274,below,Support from staff,The support received from adults at school
home_relationship_score,12.049382716049385,81.0,School C,All,All,All,All,600.0,7.0,12.008333333333333,0.18611203072898155,11.822221302604351,12.194445364062314,average,Support from parents/carers,The support received from adults at home
home_happy_score,4.9523809523809526,105.0,School C,All,All,All,All,715.0,7.0,4.979020979020979,0.16785647969264023,4.811164499328339,5.146877458713619,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,15.320261437908496,51.0,School C,All,All,All,All,401.0,7.0,15.16708229426434,0.4261564328564393,14.7409258614079,15.593238727120779,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.990990990990991,111.0,School C,All,All,All,All,800.0,7.0,0.9825,0.012666109389992115,0.9698338906100079,0.9951661093899922,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4,105.0,School C,All,All,All,All,741.0,7.0,0.4493927125506073,0.03613575270053494,0.4132569598500724,0.48552846525114224,below,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.3333333333333333,87.0,School C,All,All,All,All,568.0,7.0,0.33274647887323944,0.04614101686548794,0.2866054620077515,0.3788874957387274,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.634146341463414,41.0,School C,All,All,All,All,297.0,7.0,7.412457912457913,0.2623444312293828,7.15011348122853,7.674802343687295,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4433962264150943,106.0,School C,All,All,All,All,772.0,7.0,0.5090673575129534,0.049534702194626835,0.45953265531832654,0.5586020597075803,below,Climate change,Worries regarding climate change
social_score,11.932432432432432,74.0,School C,All,All,All,All,515.0,7.0,11.959223300970875,0.16446825822900962,11.794755042741865,12.123691559199884,average,Support from friends,The support young people receive from their peers
bully_score,7.466666666666667,105.0,School C,All,All,All,All,760.0,7.0,7.453947368421052,0.09033229069250945,7.363615077728543,7.5442796591135615,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.08333333333333,24.0,School C,Year 8,All,All,All,262.0,7.0,18.137404580152673,0.5099678480494618,17.62743673210321,18.647372428202136,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.823529411764706,34.0,School C,Year 8,All,All,All,379.0,7.0,5.113456464379947,0.4629451455984447,4.650511318781502,5.576401609978392,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.914285714285716,35.0,School C,Year 8,All,All,All,383.0,7.0,12.075718015665796,0.3455905446441799,11.730127471021616,12.421308560309976,above,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.25,24.0,School C,Year 8,All,All,All,277.0,7.0,20.859205776173287,0.4117259547951691,20.447479821378117,21.270931730968456,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.0,23.0,School C,Year 8,All,All,All,242.0,7.0,12.991735537190083,0.4072659262227845,12.584469610967298,13.399001463412867,below,Self-esteem,How much young people value themselves
stress_score,8.583333333333334,24.0,School C,Year 8,All,All,All,320.0,7.0,8.16875,0.47993280488346535,7.688817195116534,8.648682804883464,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.757575757575758,33.0,School C,Year 8,All,All,All,388.0,7.0,5.175257731958763,0.48677799548798456,4.688479736470779,5.662035727446748,above,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.409090909090908,22.0,School C,Year 8,All,All,All,233.0,7.0,9.802575107296137,0.5676365099311337,9.234938597365003,10.370211617227271,above,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.264705882352941,34.0,School C,Year 8,All,All,All,410.0,7.0,3.0609756097560976,0.27695810736672466,2.784017502389373,3.337933717122822,average,Loneliness,How often young people feel lonely
support_score,5.34375,32.0,School C,Year 8,All,All,All,381.0,7.0,5.123359580052494,0.166403620743815,4.9569559593086785,5.289763200796309,above,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4166666666666667,36.0,School C,Year 8,All,All,All,388.0,7.0,0.49742268041237114,0.053490044176372806,0.4439326362359983,0.550912724588744,below,Sleep,How much sleep young people get
physical_score,304.54545454545456,33.0,School C,Year 8,All,All,All,358.0,7.0,250.81005586592178,20.61566858937903,230.19438727654276,271.42572445530084,above,Physical activity,How physically active young people are
free_like_score,0.6363636363636364,33.0,School C,Year 8,All,All,All,403.0,7.0,0.4218362282878412,0.08603188306768673,0.33580434522015445,0.5078681113555279,above,Free time,How often young people can do things that they like in their free time
media_score,4.194444444444445,36.0,School C,Year 8,All,All,All,419.0,7.0,3.8902147971360383,0.22525851968253177,3.6649562774535065,4.11547331681857,above,Social media use,How much time young people spend on social media
places_score,0.6111111111111112,36.0,School C,Year 8,All,All,All,410.0,7.0,0.4853658536585366,0.08736649614729185,0.3979993575112447,0.5727323498058284,above,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.7357142857142858,35.0,School C,Year 8,All,All,All,399.0,7.0,2.504385964912281,0.17638723276801682,2.327998732144264,2.6807731976802978,above,,
home_talk_score,2.4571428571428573,35.0,School C,Year 8,All,All,All,391.0,7.0,2.528132992327366,0.10805963778424173,2.420073354543124,2.6361926301116076,average,,
peer_talk_score,2.5357142857142856,35.0,School C,Year 8,All,All,All,399.0,7.0,2.5908521303258145,0.13044748634624723,2.4604046439795675,2.7212996166720615,average,,
talk_score,7.727272727272727,33.0,School C,Year 8,All,All,All,355.0,7.0,7.602816901408451,0.2941443868095873,7.308672514598864,7.896961288218038,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.033333333333331,30.0,School C,Year 8,All,All,All,364.0,7.0,10.054945054945055,0.326045860994055,9.728899193951,10.38099091593911,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.7419354838709675,31.0,School C,Year 8,All,All,All,368.0,7.0,2.9918478260869565,0.2888829914723424,2.702964834614614,3.280730817559299,average,School connection,Feelings of belonging at school
staff_relationship_score,11.87878787878788,33.0,School C,Year 8,All,All,All,354.0,7.0,11.98870056497175,0.1559508191615751,11.832749745810176,12.144651384133326,average,Support from staff,The support received from adults at school
home_relationship_score,12.48,25.0,School C,Year 8,All,All,All,312.0,7.0,11.913461538461538,0.42115312722677484,11.492308411234763,12.334614665688314,above,Support from parents/carers,The support received from adults at home
home_happy_score,5.1875,32.0,School C,Year 8,All,All,All,375.0,7.0,4.949333333333334,0.253267548959003,4.696065784374331,5.202600882292336,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,14.333333333333334,17.0,School C,Year 8,All,All,All,207.0,7.0,15.048309178743962,0.4789598019681227,14.56934937677584,15.527268980712083,below,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,36.0,School C,Year 8,All,All,All,419.0,7.0,0.9832935560859188,0.008009019121518813,0.9752845369644,0.9913025752074377,above,Discrimination,Whether young people feel discriminated against
belong_local_score,0.3235294117647059,34.0,School C,Year 8,All,All,All,396.0,7.0,0.45202020202020204,0.06565662736667278,0.3863635746535293,0.5176768293868749,below,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.2222222222222222,27.0,School C,Year 8,All,All,All,297.0,7.0,0.3265993265993266,0.0765841363313431,0.2500151902679835,0.4031834629306697,below,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.607142857142857,14.0,School C,Year 8,All,All,All,148.0,7.0,7.472972972972973,0.3065152329355594,7.166457740037414,7.779488205908532,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4857142857142857,35.0,School C,Year 8,All,All,All,406.0,7.0,0.49014778325123154,0.08753413465767568,0.40261364859355586,0.5776819179089072,average,Climate change,Worries regarding climate change
social_score,12.590909090909092,22.0,School C,Year 8,All,All,All,261.0,7.0,12.03448275862069,0.32482100639730044,11.70966175222339,12.35930376501799,above,Support from friends,The support young people receive from their peers
bully_score,7.424242424242424,33.0,School C,Year 8,All,All,All,397.0,7.0,7.415617128463476,0.14786892320707382,7.267748205256402,7.563486051670551,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.642857142857142,42.0,School C,Year 10,All,All,All,188.0,6.0,18.00531914893617,0.8516298480203394,17.15368930091583,18.85694899695651,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.654545454545454,55.0,School C,Year 10,All,All,All,282.0,6.0,5.24468085106383,0.29528928386564146,4.949391567198188,5.539970134929471,above,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.196428571428571,56.0,School C,Year 10,All,All,All,277.0,6.0,12.101083032490974,0.4191606845071955,11.681922347983779,12.52024371699817,average,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.80434782608696,46.0,School C,Year 10,All,All,All,222.0,6.0,20.963963963963963,0.7437033373551377,20.220260626608823,21.707667301319102,above,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.525,40.0,School C,Year 10,All,All,All,190.0,6.0,12.58421052631579,0.23870381474484859,12.345506711570941,12.822914341060638,average,Self-esteem,How much young people value themselves
stress_score,7.404761904761905,42.0,School C,Year 10,All,All,All,236.0,6.0,8.063559322033898,0.41508180910411596,7.648477512929782,8.478641131138014,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.43859649122807,57.0,School C,Year 10,All,All,All,281.0,6.0,4.772241992882562,0.5593250537171028,4.212916939165459,5.331567046599665,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.4375,32.0,School C,Year 10,All,All,All,175.0,6.0,10.12,0.3410523179928692,9.77894768200713,10.461052317992868,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,2.8524590163934427,61.0,School C,Year 10,All,All,All,308.0,6.0,2.844155844155844,0.13718338675923067,2.7069724573966134,2.981339230915075,average,Loneliness,How often young people feel lonely
support_score,4.983050847457627,59.0,School C,Year 10,All,All,All,291.0,6.0,5.130584192439863,0.18860774806494937,4.941976444374913,5.319191940504813,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4576271186440678,59.0,School C,Year 10,All,All,All,295.0,6.0,0.4745762711864407,0.035655011569540825,0.4389212596168999,0.5102312827559815,average,Sleep,How much sleep young people get
physical_score,306.79245283018867,53.0,School C,Year 10,All,All,All,261.0,6.0,249.77011494252875,34.32872330335443,215.44139163917433,284.0988382458832,above,Physical activity,How physically active young people are
free_like_score,0.3859649122807017,57.0,School C,Year 10,All,All,All,294.0,6.0,0.36054421768707484,0.04808489600549977,0.3124593216815751,0.4086291136925746,average,Free time,How often young people can do things that they like in their free time
media_score,3.4166666666666665,60.0,School C,Year 10,All,All,All,304.0,6.0,3.838815789473684,0.26645400831060934,3.5723617811630746,4.105269797784294,below,Social media use,How much time young people spend on social media
places_score,0.423728813559322,59.0,School C,Year 10,All,All,All,303.0,6.0,0.5148514851485149,0.05426101398378299,0.4605904711647319,0.5691124991322979,below,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.362068965517241,58.0,School C,Year 10,All,All,All,296.0,6.0,2.483108108108108,0.21751733005918797,2.26559077804892,2.700625438167296,average,,
home_talk_score,2.577586206896552,58.0,School C,Year 10,All,All,All,283.0,6.0,2.4761484098939928,0.0777457514720457,2.398402658421947,2.5538941613660384,above,,
peer_talk_score,2.390909090909091,55.0,School C,Year 10,All,All,All,289.0,6.0,2.487024221453287,0.06693982823455613,2.420084393218731,2.5539640496878433,below,,
talk_score,7.520408163265306,49.0,School C,Year 10,All,All,All,255.0,6.0,7.438235294117647,0.22216029718877126,7.216074996928876,7.660395591306418,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.346153846153848,52.0,School C,Year 10,All,All,All,263.0,6.0,10.038022813688213,0.2551256229983401,9.782897190689873,10.293148436686554,above,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.8823529411764706,51.0,School C,Year 10,All,All,All,276.0,6.0,2.9239130434782608,0.11589831685395562,2.808014726624305,3.0398113603322163,average,School connection,Feelings of belonging at school
staff_relationship_score,11.714285714285714,49.0,School C,Year 10,All,All,All,262.0,6.0,12.076335877862595,0.3910364358750881,11.685299441987507,12.467372313737684,average,Support from staff,The support received from adults at school
home_relationship_score,11.795454545454543,44.0,School C,Year 10,All,All,All,229.0,6.0,12.091703056768559,0.25118772532990763,11.84051533143865,12.342890782098467,below,Support from parents/carers,The support received from adults at home
home_happy_score,4.901639344262295,61.0,School C,Year 10,All,All,All,273.0,6.0,5.062271062271062,0.22318548894979687,4.839085573321265,5.285456551220859,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,16.022988505747126,29.0,School C,Year 10,All,All,All,157.0,6.0,15.301486199575372,0.7482110474902934,14.553275152085078,16.049697247065666,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.9836065573770492,61.0,School C,Year 10,All,All,All,309.0,6.0,0.9773462783171522,0.02891915285444455,0.9484271254627076,1.0062654311715966,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4736842105263157,57.0,School C,Year 10,All,All,All,280.0,6.0,0.4607142857142857,0.05000885080084877,0.4107054349134369,0.5107231365151345,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.375,48.0,School C,Year 10,All,All,All,219.0,6.0,0.3287671232876712,0.0778405032501112,0.25092662003756,0.40660762653778243,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.909090909090909,22.0,School C,Year 10,All,All,All,120.0,6.0,7.5125,0.4303814214992722,7.082118578500728,7.942881421499273,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4137931034482758,58.0,School C,Year 10,All,All,All,300.0,6.0,0.52,0.054162843739015414,0.4658371562609846,0.5741628437390154,below,Climate change,Worries regarding climate change
social_score,11.585365853658535,41.0,School C,Year 10,All,All,All,204.0,6.0,12.034313725490197,0.3642389908074976,11.6700747346827,12.398552716297694,below,Support from friends,The support young people receive from their peers
bully_score,7.586206896551724,58.0,School C,Year 10,All,All,All,294.0,6.0,7.595238095238095,0.23940977038699812,7.355828324851097,7.834647865625093,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.933333333333334,15.0,School C,All,Girl,All,All,58.0,5.0,17.482758620689655,0.6052414021712103,16.877517218518445,18.088000022860864,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,6.5,16.0,School C,All,Girl,All,All,94.0,7.0,5.797872340425532,0.40883642453308233,5.38903591589245,6.206708764958615,above,Life satisfaction,How satisfied young people feel with their life
optimism_score,11.4375,16.0,School C,All,Girl,All,All,95.0,7.0,11.705263157894738,0.364991122778951,11.340272035115786,12.070254280673689,average,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,20.666666666666668,12.0,School C,All,Girl,All,All,49.0,4.0,20.816326530612244,0.816363635520365,19.99996289509188,21.63269016613261,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,,,School C,All,Girl,All,All,23.0,2.0,12.73913043478261,0.6673267538205668,12.071803680962043,13.406457188603175,nan,Self-esteem,How much young people value themselves
stress_score,6.2,10.0,School C,All,Girl,All,All,51.0,4.0,7.607843137254902,0.9497971211362581,6.658046016118643,8.55764025839116,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.0,16.0,School C,All,Girl,All,All,95.0,7.0,4.810526315789474,1.4714496981059801,3.339076617683494,6.281976013895454,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,,,School C,All,Girl,All,All,22.0,2.0,9.772727272727273,0.6141131705360958,9.158614102191178,10.386840443263369,nan,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.0625,16.0,School C,All,Girl,All,All,103.0,7.0,2.9029126213592233,0.31680004810360335,2.58611257325562,3.219712669462827,average,Loneliness,How often young people feel lonely
support_score,5.352941176470588,17.0,School C,All,Girl,All,All,101.0,7.0,5.118811881188119,0.48451338158707585,4.6342984996010435,5.603325262775194,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.3529411764705882,17.0,School C,All,Girl,All,All,102.0,7.0,0.4411764705882353,0.09624107610304841,0.34493539448518684,0.5374175466912837,average,Sleep,How much sleep young people get
physical_score,255.0,14.0,School C,All,Girl,All,All,88.0,7.0,243.4090909090909,53.044077049006404,190.3650138600845,296.4531679580973,average,Physical activity,How physically active young people are
free_like_score,0.5625,16.0,School C,All,Girl,All,All,101.0,7.0,0.44554455445544555,0.11725558422159807,0.3282889702338475,0.5628001386770436,average,Free time,How often young people can do things that they like in their free time
media_score,4.117647058823529,17.0,School C,All,Girl,All,All,105.0,7.0,4.295238095238095,0.48393826321092237,3.8112998320271725,4.779176358449018,average,Social media use,How much time young people spend on social media
places_score,0.5882352941176471,17.0,School C,All,Girl,All,All,104.0,7.0,0.5192307692307693,0.1616640399007352,0.3575667293300341,0.6808948091315045,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.25,17.0,School C,All,Girl,All,All,100.0,7.0,2.445,0.3479107670770651,2.0970892329229347,2.792910767077065,average,,
home_talk_score,2.671875,16.0,School C,All,Girl,All,All,99.0,7.0,2.4722222222222223,0.2363917112167601,2.2358305110054624,2.7086139334389823,average,,
peer_talk_score,1.734375,16.0,School C,All,Girl,All,All,101.0,7.0,2.522277227722772,0.3955431627241483,2.1267340649986237,2.9178203904469204,below,,
talk_score,6.816666666666666,15.0,School C,All,Girl,All,All,82.0,6.0,7.365853658536586,0.3670435196604793,6.998810138876106,7.7328971781970655,below,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.0,13.0,School C,All,Girl,All,All,93.0,7.0,10.483870967741936,0.4505742585128844,10.033296709229052,10.93444522625482,below,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,3.2142857142857144,14.0,School C,All,Girl,All,All,94.0,7.0,2.925531914893617,0.41812548011549105,2.507406434778126,3.3436573950091084,average,School connection,Feelings of belonging at school
staff_relationship_score,11.352941176470589,17.0,School C,All,Girl,All,All,90.0,7.0,11.844444444444445,0.7300582713412043,11.114386173103242,12.574502715785648,average,Support from staff,The support received from adults at school
home_relationship_score,12.4,10.0,School C,All,Girl,All,All,54.0,5.0,12.166666666666666,0.30781989282655725,11.858846773840108,12.474486559493224,average,Support from parents/carers,The support received from adults at home
home_happy_score,6.066666666666666,15.0,School C,All,Girl,All,All,90.0,7.0,5.311111111111111,0.7810644841465151,4.530046626964596,6.0921755952576255,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,16.333333333333336,10.0,School C,All,Girl,All,All,52.0,5.0,15.42948717948718,0.9790942016684816,14.4503929778187,16.408581381155663,average,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,17.0,School C,All,Girl,All,All,105.0,7.0,0.9809523809523809,0.027355060221609696,0.9535973207307712,1.0083074411739905,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4117647058823529,17.0,School C,All,Girl,All,All,99.0,7.0,0.494949494949495,0.07262210981231415,0.4223273851371808,0.5675716047618091,below,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.5,12.0,School C,All,Girl,All,All,36.0,3.0,0.4166666666666667,0.06139903313441729,0.3552676335322494,0.478065699801084,above,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,,,School C,All,Girl,All,All,10.0,1.0,6.75,0.0,6.75,6.75,nan,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4,15.0,School C,All,Girl,All,All,99.0,7.0,0.47474747474747475,0.09899505243233629,0.37575242231513845,0.573742527179811,average,Climate change,Worries regarding climate change
